loan_amnt,term,int_rate,grade,annual_inc,verification_status,purpose,inq_last_6mths,revol_util,total_acc,is_bad,loan_amnt_per_installment,income_to_interest_ratio,prediction
10100, 36 months,0.1488,E,43000.0,not verified,debt_consolidation,0.0,80.9,16.0,0,28.895945984607906,4.257425742574258,0.1215991779569723
6000, 36 months,0.0999,B,105000.0,VERIFIED - income source,credit_card,1.0,80.6,24.0,0,30.99493749354272,17.5,0.04698631385432727
21000, 60 months,0.2089,F,71040.0,VERIFIED - income source,debt_consolidation,0.0,94.6,19.0,1,37.04814494645661,3.382857142857143,0.33300394766220465
4800, 36 months,0.1075,B,69000.0,not verified,renewable_energy,0.0,43.7,12.0,0,30.65525609911866,14.375,0.0507050826875912
12600, 60 months,0.1427,C,74000.0,VERIFIED - income source,debt_consolidation,0.0,28.0,9.0,0,42.7191049330395,5.873015873015873,0.13539840110353188
23000, 60 months,0.1261,C,42132.0,VERIFIED - income,debt_consolidation,0.0,40.2,15.0,0,44.33734939759036,1.8318260869565215,0.29658004700076884
15850, 60 months,0.1149,B,25000.0,VERIFIED - income,other,0.0,29.2,6.0,0,45.47932627471235,1.5772870662460567,0.23910862804161742
25000, 36 months,0.1903999999999999,F,95000.0,not verified,debt_consolidation,0.0,99.4,3.0,0,27.26430012541578,3.8,0.2020941929459432
13000, 36 months,0.1025,B,105000.0,not verified,debt_consolidation,2.0,56.8,23.0,0,30.878126410299043,8.076923076923077,0.06435996695372331
19000, 60 months,0.1099,B,75000.0,not verified,credit_card,0.0,64.8,28.0,1,71.3507829809606,3.9473684210526314,0.08354694290616904
12000, 60 months,0.1036999999999999,B,70000.0,not verified,debt_consolidation,1.0,24.0,35.0,0,46.66355576294913,5.833333333333333,0.09401019186561312
12000, 36 months,0.1149,B,57000.0,VERIFIED - income source,debt_consolidation,0.0,76.0,21.0,0,30.329070413991808,4.75,0.1076307574698943
12000, 36 months,0.1099,B,54000.0,VERIFIED - income source,debt_consolidation,0.0,69.2,6.0,0,30.549120439907337,4.5,0.1112316205697349
16800, 36 months,0.1798999999999999,E,60000.0,VERIFIED - income source,debt_consolidation,3.0,78.4,23.0,0,27.66433934922935,3.5714285714285716,0.17490711097034056
2400, 36 months,0.1347,C,30988.62,not verified,debt_consolidation,1.0,54.0,11.0,0,29.476787030213707,12.911925,0.16542098954018886
3600, 36 months,0.1186,B,39000.0,VERIFIED - income source,major_purchase,2.0,66.8,29.0,0,30.165912518853695,10.833333333333334,0.13200374122991465
7000, 36 months,0.0849,A,75000.0,VERIFIED - income,wedding,1.0,30.0,29.0,0,31.681375876895228,10.714285714285714,0.04493060532109041
5000, 60 months,0.1299,C,48000.0,not verified,car,2.0,0.0,16.0,0,43.959908563390194,9.6,0.08879136222590828
5000, 36 months,0.0579,A,86400.0,VERIFIED - income source,credit_card,3.0,12.2,48.0,0,32.97283038776049,17.28,0.023003600264070927
16200, 60 months,0.1825,D,47052.0,VERIFIED - income,debt_consolidation,0.0,77.0,9.0,0,39.17017263890904,2.9044444444444446,0.28921060681858846
6000, 60 months,0.0788,A,65000.0,not verified,major_purchase,0.0,19.0,30.0,0,49.45598417408507,10.833333333333334,0.043566981701355444
10000, 36 months,0.1501,F,31000.0,not verified,small_business,7.0,63.1,14.0,0,28.842548527587898,3.1,0.3039990373101606
5000, 36 months,0.1335,C,55000.0,VERIFIED - income source,debt_consolidation,4.0,68.0,24.0,0,29.52988424285377,11.0,0.12874541017710053
30000, 60 months,0.1798999999999999,E,123996.0,VERIFIED - income,debt_consolidation,0.0,83.2,28.0,0,63.10475389145983,4.1332,0.18675064147349102
4000, 60 months,0.1074,B,41000.0,not verified,debt_consolidation,0.0,72.1,21.0,0,46.26416840157299,10.25,0.17341575609107332
25450, 60 months,0.2167,F,50000.0,VERIFIED - income,debt_consolidation,1.0,49.5,24.0,1,36.45400635975592,1.9646365422396856,0.4297316774685953
4000, 36 months,0.0963,B,35000.0,VERIFIED - income source,home_improvement,2.0,8.4,12.0,0,31.157501168406295,8.75,0.10358941322476381
10000, 36 months,0.1599,D,110000.0,VERIFIED - income,debt_consolidation,2.0,22.9,23.0,0,28.44707421841664,11.0,0.07908020266066416
6000, 36 months,0.1311,C,34000.0,not verified,other,4.0,43.7,44.0,0,29.6340198547933,5.666666666666667,0.15956153399140796
30000, 36 months,0.0991,B,55000.0,VERIFIED - income source,debt_consolidation,2.0,38.6,21.0,0,31.031807602792863,1.8333333333333333,0.14754442956380448
2500, 36 months,0.1472,C,60000.0,not verified,debt_consolidation,0.0,41.6,13.0,0,28.95864705200973,24.0,0.1053690203282854
11000, 60 months,0.138,C,62000.0,VERIFIED - income,debt_consolidation,1.0,57.3,29.0,0,43.16772623812888,5.636363636363637,0.20725728707555427
7000, 36 months,0.08,A,33996.0,not verified,medical,0.0,36.3,19.0,1,31.911013858497444,4.856571428571429,0.18554347420862752
14500, 36 months,0.1036,B,45000.0,VERIFIED - income source,debt_consolidation,2.0,37.3,26.0,0,30.82941764293156,3.103448275862069,0.12130269461942428
12000, 60 months,0.1372,C,75000.0,not verified,debt_consolidation,0.0,39.2,14.0,0,43.24480161447259,6.25,0.12585454482639472
6000, 36 months,0.1171,B,84000.0,VERIFIED - income,medical,0.0,37.73,14.0,0,30.232792502267458,14.0,0.1135421454207864
6500, 36 months,0.0729,A,53000.0,not verified,debt_consolidation,0.0,4.6,14.0,0,32.24686213226175,8.153846153846153,0.042580506287402016
12000, 36 months,0.079,A,65000.0,VERIFIED - income source,debt_consolidation,5.0,19.3,27.0,0,31.95824123145756,5.416666666666667,0.09493304748764997
4000, 36 months,0.1149,B,56400.0,not verified,other,3.0,72.1,15.0,0,30.328303889604975,14.1,0.10371547271556178
15000, 36 months,0.1565,D,42500.0,VERIFIED - income source,debt_consolidation,0.0,88.0,28.0,0,28.58395106427578,2.8333333333333335,0.17595255755841124
1300, 36 months,0.1427,C,60000.0,not verified,moving,1.0,97.8,8.0,1,29.141448105805875,46.15384615384615,0.11099891418238336
3800, 60 months,0.1523,C,12000.0,VERIFIED - income,other,2.0,25.6,7.0,1,41.81798173214482,3.1578947368421053,0.3466519342934577
7250, 36 months,0.0849,A,39750.0,VERIFIED - income source,credit_card,0.0,56.7,7.0,0,31.68152420905436,5.482758620689655,0.10711287807607964
10000, 36 months,0.0749,A,105000.0,VERIFIED - income source,debt_consolidation,0.0,10.3,24.0,0,43.89430251953296,10.5,0.02773699041215134
1000, 36 months,0.1149,B,22800.0,VERIFIED - income,major_purchase,1.0,13.5,3.0,0,30.32140691328078,22.8,0.10241491876700058
8000, 36 months,0.1349,C,61700.0,not verified,debt_consolidation,0.0,96.7,56.0,1,29.47135752440597,7.7125,0.1295640996666311
2500, 60 months,0.0788,A,45000.0,not verified,home_improvement,0.0,4.2,16.0,0,49.45598417408507,18.0,0.0496516586953307
2000, 36 months,0.1446,D,57996.0,not verified,home_improvement,5.0,16.3,26.0,0,29.06554279901177,28.998,0.07919314110488224
10000, 36 months,0.0894,A,53000.0,VERIFIED - income source,major_purchase,1.0,11.2,19.0,0,31.474254060178772,5.3,0.06791499600724006
1600, 36 months,0.1059,B,51000.0,not verified,vacation,0.0,70.6,20.0,0,30.721966205837173,31.875,0.07119158671857864
25975, 60 months,0.1839,E,55200.0,VERIFIED - income,debt_consolidation,1.0,37.5,37.0,1,55.73555917946957,2.12512030798845,0.28288293787833746
14000, 36 months,0.0944999999999999,B,42000.0,not verified,debt_consolidation,0.0,24.3,18.0,0,31.24023742580444,3.0,0.11143898406648593
13000, 60 months,0.2003,G,42000.0,VERIFIED - income source,debt_consolidation,1.0,96.6,15.0,0,37.7205199628598,3.230769230769231,0.49139678834336575
10000, 36 months,0.1435,C,52000.0,VERIFIED - income,home_improvement,2.0,44.1,15.0,0,29.113776639105623,5.2,0.13081763830665533
15000, 36 months,0.0699,A,90000.0,VERIFIED - income,home_improvement,1.0,14.7,18.0,0,46.49432769202157,6.0,0.03293856231212591
3000, 36 months,0.1299,C,36000.0,VERIFIED - income,small_business,1.0,48.0,15.0,1,29.682398337785695,12.0,0.27102563313717487
14400, 60 months,0.1036999999999999,B,30000.0,VERIFIED - income source,debt_consolidation,2.0,5.6,36.0,0,46.663858193719825,2.0833333333333335,0.2059817486035759
6000, 60 months,0.1632,E,35000.0,VERIFIED - income source,debt_consolidation,3.0,96.0,19.0,1,40.83299305839118,5.833333333333333,0.35423797954300124
10000, 36 months,0.1061999999999999,B,53000.0,not verified,debt_consolidation,0.0,42.6,16.0,0,30.71253071253071,5.3,0.09532727292199138
10500, 36 months,0.1528,D,72000.0,VERIFIED - income,major_purchase,1.0,59.8,33.0,0,28.733273130284868,6.857142857142857,0.08548326713682569
8000, 60 months,0.1268,C,80000.0,not verified,debt_consolidation,1.0,46.7,14.0,0,44.26737494466578,10.0,0.14573450343917352
10000, 36 months,0.1349,C,150000.0,not verified,wedding,2.0,78.4,25.0,0,29.471574666234417,15.0,0.04858253540253384
5000, 36 months,0.1399,C,65000.0,VERIFIED - income,debt_consolidation,2.0,0.0,12.0,0,29.262012055948965,13.0,0.11248409708315847
25000, 36 months,0.1505,D,120000.0,VERIFIED - income,other,1.0,6.2,18.0,0,28.825421715919703,4.8,0.08842090512723631
8000, 36 months,0.1349,C,132000.0,not verified,debt_consolidation,1.0,59.6,23.0,0,29.47135752440597,16.5,0.07355404723023905
6500, 36 months,0.1074,B,52000.0,VERIFIED - income source,wedding,1.0,69.8,12.0,0,30.658931182491393,8.0,0.06713454378720542
5000, 36 months,0.0662,A,37513.0,not verified,debt_consolidation,1.0,54.1,19.0,1,32.56904637832204,7.5026,0.07743619263877284
20000, 36 months,0.1533,D,134000.0,not verified,debt_consolidation,4.0,86.9,31.0,0,28.712117949380534,6.7,0.10313083313527907
12000, 36 months,0.1299,C,51000.0,not verified,debt_consolidation,1.0,52.3,29.0,0,29.683132559922825,4.25,0.13349992905817037
5000, 36 months,0.0774,A,39516.0,not verified,moving,1.0,25.0,12.0,0,32.03074951953876,7.9032,0.047092818420329675
7000, 36 months,0.0579,A,39000.0,VERIFIED - income,debt_consolidation,0.0,79.6,16.0,1,32.97376230627915,5.571428571428571,0.08760837548637536
15000, 36 months,0.0963,A,110000.0,VERIFIED - income,small_business,1.0,16.5,39.0,0,31.157824768393503,7.333333333333333,0.09607280456526839
24200, 36 months,0.0849,A,55000.0,VERIFIED - income source,home_improvement,2.0,9.9,21.0,0,31.682442428289015,2.272727272727273,0.1227192089295361
35000, 36 months,0.1199,B,80000.0,VERIFIED - income source,credit_card,0.0,65.2,32.0,0,30.77112437688473,2.2857142857142856,0.10873904050052464
12800, 60 months,0.1677,D,50000.0,VERIFIED - income source,home_improvement,2.0,58.2,23.0,0,40.43722752258798,3.90625,0.2221610030673724
11000, 60 months,0.2025,F,51600.0,VERIFIED - income,small_business,0.0,70.8,11.0,1,37.546506468239066,4.6909090909090905,0.4575638311994182
1550, 36 months,0.1521,D,34480.0,not verified,debt_consolidation,1.0,13.9,8.0,0,28.7569573283859,22.24516129032258,0.140035452284922
5000, 36 months,0.0751,A,24000.0,not verified,other,1.0,10.2,4.0,0,32.14400514304082,4.8,0.08930879149138544
2500, 60 months,0.1491,D,34800.0,VERIFIED - income source,car,1.0,87.0,21.0,0,42.11590296495957,13.92,0.16147611430251713
35000, 60 months,0.1602,D,87500.0,VERIFIED - income,debt_consolidation,1.0,44.6,25.0,0,41.10345151554298,2.5,0.2534816976828282
8500, 36 months,0.1061999999999999,B,26000.0,not verified,credit_card,0.0,61.9,18.0,1,30.712530712530715,3.0588235294117645,0.10378732577613528
15000, 36 months,0.1299,C,120000.0,VERIFIED - income,small_business,1.0,1.0,9.0,0,29.682985712589545,8.0,0.1328409372812761
3550, 36 months,0.1149,B,38400.0,not verified,major_purchase,1.0,60.6,14.0,1,30.328919265271253,10.816901408450704,0.09848188839870654
7000, 60 months,0.1417,C,54600.0,VERIFIED - income source,home_improvement,1.0,34.4,14.0,0,42.813455657492355,7.8,0.1549596982684814
8000, 60 months,0.1523,C,60000.0,not verified,credit_card,2.0,64.4,39.0,0,41.8213184170631,7.5,0.15594349427655077
3000, 36 months,0.1149,B,23000.0,not verified,moving,2.0,14.8,20.0,0,30.327537403962797,7.666666666666667,0.09272187226579519
5500, 36 months,0.0894,A,80000.0,not verified,debt_consolidation,4.0,49.3,12.0,0,31.473533619456365,14.545454545454543,0.07764762502066704
18000, 36 months,0.0699,A,86100.0,VERIFIED - income,debt_consolidation,1.0,36.5,19.0,0,32.39099530330568,4.783333333333333,0.050488921058253665
7000, 36 months,0.089,A,30000.0,VERIFIED - income source,credit_card,0.0,70.0,19.0,0,31.4918121288465,4.285714285714286,0.10030241337436342
4750, 36 months,0.0639,A,45000.0,not verified,home_improvement,1.0,8.1,21.0,0,32.67973856209151,9.473684210526317,0.039811955367535824
3000, 36 months,0.1472,C,125000.0,VERIFIED - income source,debt_consolidation,0.0,77.0,32.0,0,28.960324355632785,41.666666666666664,0.07258158331859789
5000, 36 months,0.1253,C,66252.0,not verified,credit_card,0.0,93.6,11.0,0,29.87928767778176,13.2504,0.08293295546555456
11200, 60 months,0.1335,C,40500.0,VERIFIED - income source,debt_consolidation,0.0,70.1,15.0,0,43.60521705275452,3.616071428571429,0.2345786968209049
7200, 36 months,0.0766,A,54996.0,VERIFIED - income source,other,0.0,24.4,17.0,0,32.071269487750556,7.638333333333334,0.04302218134488178
5000, 36 months,0.1286,D,25000.0,not verified,other,2.0,69.6,14.0,0,29.737123825383613,5.0,0.18078615098317555
15000, 60 months,0.1446,D,109000.0,VERIFIED - income,debt_consolidation,0.0,74.0,16.0,0,42.53871022630594,7.266666666666667,0.13005786012951434
7300, 60 months,0.0962,B,65000.0,not verified,debt_consolidation,2.0,25.5,30.0,0,47.479674796747965,8.904109589041095,0.11311236515811875
10000, 36 months,0.1425,E,37200.0,not verified,debt_consolidation,2.0,87.3,8.0,0,29.15451895043732,3.72,0.19021267167632755
10000, 36 months,0.1399,C,31200.0,VERIFIED - income,debt_consolidation,1.0,87.6,14.0,0,29.262868346355308,3.12,0.22685798320865064
10000, 36 months,0.1322,C,60000.0,not verified,other,2.0,42.7,27.0,0,29.584923522972694,6.0,0.13379578541094403
22000, 60 months,0.1929,E,58000.0,VERIFIED - income,debt_consolidation,0.0,63.9,18.0,0,61.86378718857207,2.636363636363636,0.37923957350841286
5000, 36 months,0.1496,D,41280.0,not verified,other,2.0,39.7,11.0,0,28.863360849737344,8.256,0.14990384445867105
8000, 36 months,0.1632,D,51600.0,VERIFIED - income source,car,4.0,37.1,18.0,0,28.315577106855912,6.45,0.08262788768968404
9000, 36 months,0.1946999999999999,G,35801.6,not verified,debt_consolidation,7.0,72.3,6.0,0,27.102719306170385,3.977955555555555,0.3017641592056343
7000, 36 months,0.0542,A,60000.0,not verified,debt_consolidation,0.0,16.7,18.0,0,33.15649867374005,8.571428571428571,0.04024042237780833
10000, 36 months,0.1772,G,81377.0,not verified,debt_consolidation,0.0,81.1,27.0,0,27.7677505345292,8.1377,0.09847866067339746
5000, 36 months,0.1268999999999999,B,32000.0,VERIFIED - income source,other,2.0,53.2,11.0,1,29.809813390568177,6.4,0.18713756218977032
1600, 36 months,0.1357,C,12360.0,not verified,other,3.0,0.0,3.0,1,29.438822447102115,7.725,0.16838616252628974
6500, 36 months,0.1411,D,35000.0,not verified,debt_consolidation,2.0,34.9,18.0,0,29.21479617061441,5.384615384615385,0.15126886119480698
3000, 36 months,0.1221,B,125000.0,VERIFIED - income source,other,0.0,79.0,9.0,0,30.015007503751875,41.666666666666664,0.0818543127370724
10000, 36 months,0.0788,A,73000.0,VERIFIED - income source,debt_consolidation,3.0,38.9,20.0,0,31.96726552010741,7.3,0.04312363415929119
12000, 60 months,0.1199,B,70000.0,VERIFIED - income,credit_card,0.0,53.4,23.0,1,44.96402877697842,5.833333333333333,0.11274163849561945
5000, 36 months,0.1242,B,48879.0,not verified,debt_consolidation,3.0,44.1,11.0,0,29.925784055542252,9.7758,0.13568922723374421
10000, 36 months,0.0962,B,66996.0,VERIFIED - income source,home_improvement,1.0,56.6,14.0,0,31.162355874104083,6.6996,0.07488232092848511
2100, 36 months,0.0662,A,61000.0,not verified,home_improvement,0.0,12.9,29.0,0,32.5682382133995,29.047619047619047,0.0330526075415075
25000, 60 months,0.2053,G,148000.0,VERIFIED - income,credit_card,1.0,72.8,37.0,0,37.32736095558044,5.92,0.2085525275786249
9950, 36 months,0.1527,C,36400.0,VERIFIED - income,debt_consolidation,1.0,92.1,30.0,1,28.737292051756008,3.658291457286432,0.2568018011141876
24000, 36 months,0.0654,A,130104.0,VERIFIED - income,debt_consolidation,1.0,9.3,36.0,0,32.60780957039211,5.421,0.04255781156558589
3000, 36 months,0.0774,A,84996.0,not verified,other,1.0,3.3,23.0,0,32.03074951953876,28.332,0.03156907096317895
5500, 60 months,0.1867,F,50000.0,not verified,wedding,0.0,38.4,5.0,0,38.81987577639752,9.090909090909092,0.16784169535867297
35000, 36 months,0.1427,C,160000.0,VERIFIED - income source,debt_consolidation,0.0,63.9,21.0,0,29.14674972102397,4.571428571428571,0.09797019011024562
7500, 36 months,0.0863,A,43500.0,not verified,credit_card,3.0,,3.0,0,43.91100702576112,5.8,0.08763514073678479
10000, 36 months,0.1798999999999999,E,31504.27,VERIFIED - income,debt_consolidation,0.0,93.3,13.0,1,27.6640478034746,3.150427,0.26251375653733905
15000, 36 months,0.1427,C,70000.0,VERIFIED - income source,debt_consolidation,1.0,67.2,29.0,0,29.14658790610913,4.666666666666667,0.11417500699418075
8500, 36 months,0.1189,B,63996.0,not verified,other,3.0,11.2,15.0,0,30.152536360411496,7.528941176470588,0.103732570328566
6000, 36 months,0.1186,B,27000.0,not verified,small_business,1.0,73.0,20.0,1,30.167429232238927,4.5,0.28738022419430465
25600, 36 months,0.1268999999999999,B,85000.0,VERIFIED - income,debt_consolidation,0.0,64.2,34.0,0,29.810771470160116,3.3203125,0.13967741337555734
1100, 60 months,0.1558,D,35004.0,not verified,debt_consolidation,0.0,73.6,11.0,0,41.49377593360995,31.82181818181818,0.2552668661020545
12000, 36 months,0.1099,B,60000.0,not verified,debt_consolidation,1.0,68.3,10.0,0,47.14757190004715,5.0,0.11328697932599574
4400, 36 months,0.0729,A,41520.0,VERIFIED - income source,debt_consolidation,1.0,10.1,28.0,0,32.24624404543789,9.436363636363636,0.06479148517233417
24000, 60 months,0.0999,B,200000.0,VERIFIED - income,debt_consolidation,0.0,70.1,19.0,1,47.07543839002001,8.333333333333334,0.11056614607316252
11000, 60 months,0.1149,B,51000.0,VERIFIED - income source,car,0.0,45.4,26.0,0,45.47897630958779,4.636363636363637,0.09229429545979922
12000, 60 months,0.1798999999999999,E,52000.0,VERIFIED - income source,home_improvement,3.0,76.1,12.0,0,39.38817041948401,4.333333333333333,0.24206407861199514
20000, 36 months,0.1217999999999999,B,81600.0,VERIFIED - income,credit_card,2.0,81.0,22.0,0,30.03003003003003,4.08,0.09885632112089882
11400, 36 months,0.1798999999999999,E,55000.0,VERIFIED - income,small_business,0.0,15.6,5.0,1,27.663859836443496,4.824561403508772,0.20169211336347007
9000, 36 months,0.0676,A,84000.0,not verified,home_improvement,2.0,9.2,27.0,0,32.501534794698635,9.333333333333334,0.03145466001783753
6000, 36 months,0.08,A,75000.0,not verified,other,1.0,23.2,39.0,0,31.91149877672588,12.5,0.05542721166950382
22000, 36 months,0.2164,G,125004.0,VERIFIED - income,debt_consolidation,5.0,98.5,29.0,0,26.312642028465493,5.682,0.22642341416203815
8000, 36 months,0.0617,A,63000.0,VERIFIED - income,wedding,3.0,3.5,22.0,0,32.78688524590164,7.875,0.031539011606335265
10000, 36 months,0.1379,C,55000.0,VERIFIED - income source,wedding,0.0,29.0,11.0,0,29.346167390538795,5.5,0.0737097534807318
5000, 36 months,0.157,D,22000.0,not verified,other,1.0,53.1,5.0,0,28.56163601051068,4.4,0.24311132547851477
10000, 36 months,0.1454,D,100000.0,VERIFIED - income,debt_consolidation,0.0,86.9,31.0,0,29.035161580674195,10.0,0.0820570576183589
18200, 36 months,0.1099,B,58000.0,not verified,debt_consolidation,0.0,67.3,29.0,0,30.548188928799224,3.1868131868131866,0.11324763165071573
7300, 36 months,0.0944999999999999,B,41400.0,not verified,debt_consolidation,0.0,15.4,21.0,0,31.240638507296616,5.671232876712328,0.0971877586846152
14000, 36 months,0.1417,C,81000.0,not verified,debt_consolidation,1.0,49.1,24.0,0,29.187949546544356,5.785714285714286,0.10082131213196373
5000, 36 months,0.1533,D,28800.0,VERIFIED - income,debt_consolidation,0.0,44.9,12.0,0,28.71088142405972,5.76,0.19615988663471587
14000, 36 months,0.1171,B,45760.0,VERIFIED - income source,credit_card,0.0,41.3,38.0,1,30.233010128058392,3.2685714285714287,0.06848718341340998
4000, 36 months,0.1361,C,36000.0,not verified,debt_consolidation,0.0,50.8,21.0,0,29.42041776993233,9.0,0.14050597090930494
28000, 60 months,0.2098999999999999,F,80400.0,VERIFIED - income,debt_consolidation,2.0,76.8,15.0,0,50.313561301683706,2.871428571428571,0.3583732291745263
15025, 36 months,0.0603,A,49200.0,VERIFIED - income,small_business,0.0,15.6,39.0,0,32.8558932866827,3.274542429284526,0.09446070083157092
15000, 60 months,0.0691,A,38000.0,VERIFIED - income,debt_consolidation,2.0,35.0,24.0,0,83.19467554076539,2.533333333333333,0.14756228237838837
14000, 60 months,0.1242,B,73000.0,not verified,debt_consolidation,0.0,52.0,20.0,0,66.67301647775979,5.214285714285714,0.13868360443818686
19200, 60 months,0.1817,F,65000.0,VERIFIED - income,credit_card,1.0,42.7,40.0,0,39.23652266317898,3.3854166666666665,0.20367968957429775
15000, 36 months,0.1286999999999999,C,115000.0,VERIFIED - income,debt_consolidation,2.0,54.2,17.0,0,29.73240832507433,7.666666666666667,0.09603865237467317
20000, 60 months,0.1825,D,58000.0,VERIFIED - income,home_improvement,1.0,39.8,26.0,0,39.16960438699569,2.9,0.23446629046780013
23800, 36 months,0.089,A,102000.0,VERIFIED - income,home_improvement,1.0,22.5,27.0,1,31.49272888465457,4.285714285714286,0.06579927004318628
3500, 36 months,0.0742999999999999,A,300000.0,not verified,debt_consolidation,0.0,17.0,18.0,0,32.17799025466581,85.71428571428571,0.023421668133559483
9500, 60 months,0.1038,B,60000.0,VERIFIED - income,small_business,0.0,48.9,29.0,1,46.65324362814909,6.315789473684211,0.24156150653676586
15000, 36 months,0.1425,E,48000.0,not verified,debt_consolidation,0.0,64.4,21.0,0,29.1550856187681,3.2,0.13582103701356973
2000, 36 months,0.133,D,18000.0,not verified,debt_consolidation,3.0,37.2,16.0,0,29.55082742316785,9.0,0.17112681486922887
2500, 36 months,0.1565,D,45996.0,VERIFIED - income source,other,1.0,47.9,24.0,0,28.581227849548416,18.3984,0.13354142766430482
3600, 36 months,0.1349,C,48000.0,not verified,credit_card,1.0,15.8,17.0,1,29.471960704052393,13.333333333333334,0.06863725812320168
16000, 60 months,0.1299,C,69390.0,VERIFIED - income,debt_consolidation,0.0,23.7,27.0,0,43.95966700552243,4.336875,0.12452175363071485
20000, 60 months,0.2025,F,120000.0,VERIFIED - income,debt_consolidation,3.0,34.7,37.0,0,37.54669870651623,6.0,0.21338572613813142
15000, 36 months,0.1221,B,75000.0,VERIFIED - income,home_improvement,1.0,42.7,48.0,0,54.9068413924375,5.0,0.10301131152777433
13000, 36 months,0.1398,C,55000.0,VERIFIED - income,debt_consolidation,1.0,66.8,10.0,0,29.26675521736194,4.230769230769231,0.15278532366287187
25000, 36 months,0.1558,D,78000.0,VERIFIED - income,debt_consolidation,2.0,67.6,38.0,0,28.61197582860282,3.12,0.158353382260669
20000, 36 months,0.1392,C,110000.0,VERIFIED - income,debt_consolidation,1.0,69.4,30.0,0,29.29372821278964,5.5,0.09961742357202533
10000, 36 months,0.1843,F,85000.0,VERIFIED - income,debt_consolidation,0.0,96.4,11.0,0,27.495188342040144,8.5,0.13756121440449282
1500, 36 months,0.1461,D,30000.0,not verified,other,1.0,86.7,6.0,0,29.00232018561485,20.0,0.1674989270173492
10000, 60 months,0.1632,D,50000.0,VERIFIED - income source,debt_consolidation,0.0,1.9,29.0,0,40.83466045979828,5.0,0.17849338751254004
11000, 60 months,0.1036999999999999,B,234000.0,VERIFIED - income,debt_consolidation,2.0,13.5,30.0,0,46.66355576294914,21.272727272727273,0.07703947107169343
5500, 36 months,0.1075,B,80004.0,VERIFIED - income source,debt_consolidation,1.0,65.3,19.0,0,30.654330620889535,14.546181818181818,0.07267968788465122
12000, 60 months,0.1599,D,41548.8,VERIFIED - income source,other,1.0,30.2,10.0,0,41.129695640252265,3.4624,0.2903988140525854
2400, 36 months,0.1398,C,70000.0,VERIFIED - income source,debt_consolidation,1.0,67.8,13.0,0,29.264723814169,29.166666666666668,0.09559375301487896
5000, 36 months,0.0542,A,26004.0,not verified,other,0.0,7.5,17.0,0,33.15649867374005,5.2008,0.058704199709787436
5500, 36 months,0.0766,A,20000.0,not verified,major_purchase,0.0,14.4,6.0,0,32.071840923669015,3.636363636363636,0.05825967719011607
10000, 36 months,0.157,D,30400.0,not verified,debt_consolidation,0.0,85.6,6.0,0,28.562451800862583,3.04,0.21960514009559542
10000, 36 months,0.157,D,42900.0,not verified,debt_consolidation,0.0,83.6,6.0,0,28.563267637817763,4.29,0.15397748725137994
2000, 36 months,0.1099,B,43200.0,not verified,car,0.0,69.6,6.0,0,30.54834275240568,21.6,0.05389104295672474
5000, 36 months,0.1316,C,28968.0,VERIFIED - income source,debt_consolidation,3.0,94.3,17.0,0,29.61032808243515,5.7936,0.22287064008713856
25000, 36 months,0.1112,B,118000.0,VERIFIED - income,credit_card,0.0,62.1,27.0,0,30.491895254241424,4.72,0.05915587662822106
30000, 60 months,0.1399,C,69500.0,VERIFIED - income,debt_consolidation,1.0,46.2,31.0,0,42.986101160624735,2.316666666666667,0.22785678042656032
3600, 36 months,0.1059,B,70000.0,VERIFIED - income source,debt_consolidation,1.0,31.2,41.0,1,30.724588205171973,19.444444444444443,0.05968063078817072
6625, 36 months,0.0766,A,77385.19,not verified,debt_consolidation,0.0,84.6,24.0,0,32.07145277629859,11.680783396226415,0.04140063242295218
20000, 60 months,0.1261,C,65000.0,VERIFIED - income,credit_card,0.0,72.1,19.0,0,44.33803316484881,3.25,0.17586069010244648
25000, 36 months,0.1531,D,123917.64,VERIFIED - income,credit_card,0.0,85.6,17.0,0,28.72275646549248,4.9567056,0.08928693267969762
12000, 36 months,0.1061999999999999,B,51449.0,not verified,debt_consolidation,1.0,29.0,22.0,1,30.71253071253071,4.287416666666667,0.09405072014863067
5000, 36 months,0.0751,A,46800.0,not verified,debt_consolidation,3.0,11.2,26.0,0,32.14193880174852,9.36,0.04611258470395256
4800, 36 months,0.1496,D,42000.0,not verified,debt_consolidation,6.0,67.5,27.0,0,28.861764175335217,8.75,0.15784009847126368
13200, 36 months,0.1347,C,40000.0,VERIFIED - income source,debt_consolidation,2.0,30.9,4.0,0,29.478761892000534,3.0303030303030303,0.19872853872517088
5000, 36 months,0.0788,A,35000.0,VERIFIED - income,credit_card,2.0,14.3,17.0,0,31.96726552010741,7.0,0.04958881288605689
7500, 36 months,0.1292,D,50000.0,not verified,other,0.0,53.4,23.0,1,38.4201629014907,6.666666666666667,0.11112136652591323
24500, 60 months,0.1929,E,60000.0,VERIFIED - income,debt_consolidation,0.0,52.6,18.0,0,38.31357708066181,2.4489795918367347,0.40075646683101174
11200, 60 months,0.0691,A,130000.0,VERIFIED - income,credit_card,0.0,15.9,63.0,0,50.61003163126977,11.607142857142858,0.028864751072804895
7000, 36 months,0.0859,A,60140.0,VERIFIED - income,debt_consolidation,2.0,18.8,30.0,0,31.634128705712214,8.59142857142857,0.08834238401684304
