loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,is_bad
10750,10750, 36 months,0.0617,327.87,A,10.0,MORTGAGE,44000.0,VERIFIED - income,debt_consolidation,FL,21.44,0.0,972.9666666666667,0.0,8.0,0.0,31042,55.8,21.0,0
13350,13350, 36 months,0.1459,460.11,D,0.0,RENT,56000.0,not verified,debt_consolidation,WY,12.19,1.0,911.0333333333333,0.0,13.0,0.0,9410,72.4,25.0,0
33600,33600, 60 months,0.1349,772.96,C,5.0,RENT,111396.0,VERIFIED - income,debt_consolidation,CA,17.6,0.0,1027.8,2.0,12.0,0.0,33014,61.9,33.0,0
4600,4600, 36 months,0.0603,140.01,A,0.0,RENT,27864.0,not verified,credit_card,NY,9.17,0.0,1038.9333333333334,0.0,9.0,0.0,5581,16.8,25.0,0
2500,2500, 36 months,0.1316,84.43,C,0.0,RENT,36000.0,VERIFIED - income,other,TX,2.2,0.0,929.3666666666667,1.0,4.0,0.0,2196,35.4,6.0,1
7000,7000, 36 months,0.1149,230.8,B,10.0,OWN,65000.0,not verified,debt_consolidation,KS,9.56,0.0,945.6,0.0,6.0,0.0,28672,82.9,22.0,0
24250,24250, 36 months,0.11359999999999999,798.1,B,0.0,RENT,115200.0,VERIFIED - income,credit_card,MD,13.19,0.0,1006.4666666666667,0.0,9.0,0.0,26558,70.1,22.0,0
11000,11000, 36 months,0.0932,351.42,A,1.0,MORTGAGE,105000.0,not verified,debt_consolidation,MI,4.33,0.0,962.8,1.0,12.0,0.0,5297,20.2,28.0,0
5000,5000, 36 months,0.07490000000000001,155.51,A,1.0,MORTGAGE,52500.0,not verified,moving,MO,5.19,0.0,1003.4333333333333,4.0,8.0,0.0,9204,29.3,43.0,1
8800,8800, 36 months,0.0729,272.89,A,8.0,MORTGAGE,103000.0,not verified,debt_consolidation,NC,9.89,0.0,914.1,1.0,16.0,0.0,13372,29.4,24.0,0
20000,20000, 36 months,0.1521,695.37,D,2.0,MORTGAGE,36000.0,VERIFIED - income,home_improvement,FL,4.9,0.0,956.7666666666667,2.0,4.0,0.0,15924,65.0,13.0,0
35000,35000, 60 months,0.1099,760.82,B,10.0,MORTGAGE,73000.0,not verified,credit_card,CA,26.81,0.0,1080.5666666666666,0.0,13.0,0.0,35520,37.3,36.0,0
18000,18000, 36 months,0.138,613.46,C,9.0,MORTGAGE,53000.0,not verified,debt_consolidation,KS,21.01,0.0,992.2666666666667,1.0,10.0,0.0,19298,72.3,25.0,0
15000,15000, 36 months,0.1311,506.18,C,3.0,MORTGAGE,80000.0,not verified,credit_card,FL,22.43,0.0,892.8333333333334,0.0,9.0,0.0,19548,87.3,28.0,0
2400,2400, 36 months,0.09910000000000001,77.34,B,2.0,RENT,45000.0,not verified,debt_consolidation,WA,18.69,0.0,846.1666666666666,0.0,18.0,0.0,3787,49.2,37.0,0
26000,26000, 60 months,0.1677,642.96,D,10.0,MORTGAGE,53000.0,VERIFIED - income,home_improvement,NC,11.77,0.0,940.5,1.0,5.0,0.0,7560,72.7,14.0,1
6000,6000, 36 months,0.0751,186.66,A,3.0,MORTGAGE,97500.0,not verified,other,NH,11.85,0.0,933.4333333333333,0.0,7.0,0.0,6350,24.3,22.0,0
5400,5400, 36 months,0.1304,182.06,C,4.0,MORTGAGE,77000.0,VERIFIED - income,debt_consolidation,NY,22.08,0.0,991.2666666666667,1.0,25.0,1.0,9282,15.0,36.0,0
15000,15000, 36 months,0.16399999999999998,530.33,E,9.0,RENT,90000.0,VERIFIED - income,debt_consolidation,CA,12.19,0.0,943.5666666666667,0.0,15.0,0.0,9554,60.0,37.0,0
4000,4000, 36 months,0.10369999999999999,129.77,B,6.0,RENT,62500.0,not verified,other,TX,20.54,0.0,946.6333333333333,0.0,5.0,0.0,11418,90.6,17.0,0
20000,20000, 36 months,0.11359999999999999,658.23,B,10.0,MORTGAGE,75000.0,not verified,credit_card,NJ,19.65,1.0,1036.9,2.0,19.0,0.0,51027,41.8,49.0,0
5000,5000, 36 months,0.1461,172.38,D,2.0,RENT,32968.0,not verified,debt_consolidation,FL,16.74,0.0,880.6666666666666,2.0,10.0,0.0,4925,40.0,11.0,0
20000,20000, 60 months,0.1825,510.6,F,6.0,MORTGAGE,120000.0,VERIFIED - income,debt_consolidation,OH,22.41,0.0,950.6333333333333,0.0,20.0,0.0,25492,78.1,41.0,0
2700,2700, 36 months,0.0692,83.27,A,5.0,MORTGAGE,49000.0,not verified,credit_card,IL,18.67,0.0,845.1666666666666,0.0,11.0,0.0,1503,6.4,18.0,0
15000,15000, 60 months,0.1602,364.94,D,9.0,OWN,105000.0,VERIFIED - income source,debt_consolidation,FL,18.45,0.0,984.1,1.0,20.0,0.0,19163,63.7,43.0,0
10075,10075, 36 months,0.1398,344.25,C,1.0,RENT,65400.0,VERIFIED - income,credit_card,CA,19.62,0.0,1040.9666666666667,0.0,13.0,0.0,22398,84.5,35.0,0
6000,6000, 36 months,0.11359999999999999,197.47,B,2.0,MORTGAGE,54120.0,not verified,home_improvement,OK,10.75,1.0,925.3,1.0,7.0,0.0,12957,79.0,15.0,0
3000,3000, 36 months,0.0751,93.34,A,10.0,OWN,53000.0,not verified,car,MI,3.35,0.0,1051.1,0.0,5.0,0.0,1817,47.8,8.0,0
15000,15000, 36 months,0.17579999999999998,539.14,D,0.0,RENT,113000.0,VERIFIED - income,debt_consolidation,CA,12.48,1.0,994.3,0.0,11.0,0.0,10938,88.9,19.0,0
5000,5000, 36 months,0.16,175.79,E,0.0,RENT,47998.0,VERIFIED - income,car,CA,3.73,0.0,864.4,3.0,4.0,0.0,3218,42.9,5.0,0
14000,14000, 36 months,0.12210000000000001,466.41,B,0.0,RENT,50004.0,not verified,debt_consolidation,NY,14.66,1.0,947.5666666666667,0.0,17.0,0.0,11212,35.8,35.0,0
6000,6000, 36 months,0.0617,183.0,A,3.0,RENT,39184.0,VERIFIED - income,credit_card,GA,23.0,0.0,868.4666666666667,0.0,11.0,0.0,4734,11.9,25.0,0
10000,10000, 36 months,0.1629,353.01,D,6.0,MORTGAGE,80000.0,not verified,debt_consolidation,TX,14.01,0.0,923.2333333333333,1.0,13.0,0.0,17508,72.9,21.0,1
5000,5000, 60 months,0.157,120.8,D,0.0,MORTGAGE,60000.0,not verified,home_improvement,WA,17.28,0.0,980.1,2.0,9.0,0.0,5834,72.9,27.0,0
3600,3600, 60 months,0.0925,75.17,B,10.0,MORTGAGE,62000.0,not verified,other,NY,14.73,0.0,932.4333333333333,0.0,11.0,0.0,2824,80.7,47.0,0
8000,8000, 36 months,0.17739999999999997,288.17,E,0.0,RENT,40000.0,not verified,major_purchase,CA,8.91,1.0,844.1333333333333,3.0,3.0,0.0,1825,67.6,4.0,0
30000,19000, 60 months,0.17989999999999998,482.38,E,5.0,MORTGAGE,74500.0,VERIFIED - income,debt_consolidation,LA,19.09,0.0,964.8333333333334,2.0,9.0,0.0,17097,69.2,32.0,0
32875,32875, 60 months,0.1942,860.42,E,10.0,MORTGAGE,87600.0,VERIFIED - income,debt_consolidation,TX,23.73,0.0,993.3,0.0,18.0,0.0,52736,63.1,43.0,0
25000,25000, 36 months,0.10619999999999999,814.0,B,1.0,MORTGAGE,70000.0,VERIFIED - income,other,TX,7.1,0.0,903.9666666666667,1.0,9.0,0.0,1535,2.1,17.0,0
7200,7200, 36 months,0.1112,236.13,B,1.0,RENT,65000.0,VERIFIED - income source,debt_consolidation,NV,2.1,0.0,842.1,2.0,6.0,0.0,2479,13.0,7.0,0
21000,21000, 36 months,0.1199,697.41,B,4.0,MORTGAGE,70000.0,VERIFIED - income,debt_consolidation,CA,17.71,0.0,910.1,0.0,11.0,0.0,11176,84.0,22.0,0
35000,21225, 60 months,0.1523,507.51,C,8.0,MORTGAGE,95000.0,VERIFIED - income,debt_consolidation,CT,7.83,0.0,947.5666666666667,1.0,9.0,0.0,39584,51.1,36.0,1
2400,2400, 36 months,0.12689999999999999,80.51,B,4.0,MORTGAGE,59393.0,VERIFIED - income source,medical,OR,13.7,0.0,953.7,1.0,12.0,1.0,3265,44.1,18.0,0
6000,5050, 36 months,0.0863,159.73,A,10.0,MORTGAGE,80004.0,not verified,home_improvement,GA,1.84,0.0,969.9333333333333,1.0,9.0,0.0,2733,15.4,17.0,0
35000,35000, 36 months,0.17579999999999998,1257.98,D,0.0,MORTGAGE,116000.0,VERIFIED - income,debt_consolidation,CA,18.54,1.0,1103.8666666666666,0.0,15.0,0.0,95127,86.7,44.0,0
15000,15000, 36 months,0.1348,508.89,C,10.0,MORTGAGE,68000.0,not verified,credit_card,CA,21.26,0.0,915.1333333333333,0.0,8.0,0.0,17542,93.3,18.0,0
9450,9450, 60 months,0.1074,204.25,B,10.0,RENT,65004.0,not verified,debt_consolidation,NY,16.52,0.0,966.9,4.0,9.0,0.0,8094,51.9,26.0,0
35000,35000, 60 months,0.11710000000000001,773.44,B,3.0,MORTGAGE,78500.0,VERIFIED - income,home_improvement,NJ,2.68,0.0,994.3,0.0,5.0,0.0,2213,7.3,17.0,0
5000,5000, 36 months,0.1417,171.31,C,10.0,MORTGAGE,69000.0,not verified,home_improvement,KY,9.34,4.0,990.2333333333333,3.0,7.0,0.0,955,59.7,31.0,0
25000,25000, 36 months,0.1311,843.63,C,2.0,RENT,49861.0,VERIFIED - income,debt_consolidation,MD,16.0,0.0,929.3666666666667,2.0,5.0,0.0,13236,71.2,12.0,0
13000,13000, 36 months,0.1091,425.04,C,2.0,MORTGAGE,62000.0,not verified,debt_consolidation,NC,20.0,0.0,999.3333333333334,4.0,23.0,1.0,13748,50.2,53.0,0
9000,9000, 36 months,0.1036,291.93,B,6.0,RENT,85000.0,not verified,debt_consolidation,NY,7.33,1.0,900.9333333333333,1.0,10.0,0.0,8926,48.7,19.0,0
10000,10000, 36 months,0.0932,319.47,A,6.0,MORTGAGE,37500.0,not verified,credit_card,CO,16.64,0.0,946.6333333333333,0.0,9.0,0.0,20738,40.6,24.0,0
16000,16000, 60 months,0.1521,382.41,D,5.0,RENT,77000.0,VERIFIED - income,debt_consolidation,CA,18.48,0.0,974.0,0.0,8.0,0.0,13407,77.1,14.0,0
22000,22000, 60 months,0.1891,569.61,F,4.0,RENT,48000.0,VERIFIED - income,debt_consolidation,NC,13.55,0.0,879.6333333333333,0.0,7.0,0.0,13514,66.6,9.0,1
2000,2000, 36 months,0.07139999999999999,61.89,A,,MORTGAGE,54000.0,not verified,other,PA,5.47,0.0,1104.9,0.0,4.0,0.0,6885,63.7,21.0,0
1250,1250, 36 months,0.1929,46.01,E,3.0,MORTGAGE,33000.0,not verified,debt_consolidation,MA,12.07,0.0,831.9666666666667,0.0,4.0,0.0,3057,98.6,5.0,0
6000,6000, 36 months,0.1189,198.99,B,0.0,RENT,70000.0,not verified,debt_consolidation,IL,7.15,0.0,898.8666666666667,3.0,11.0,0.0,5217,44.6,12.0,0
8000,8000, 36 months,0.0999,258.1,B,9.0,RENT,50000.0,VERIFIED - income,debt_consolidation,MN,20.52,2.0,925.3,1.0,6.0,0.0,960,21.8,16.0,0
11200,8300, 60 months,0.10619999999999999,178.9,B,3.0,RENT,60000.0,not verified,wedding,PA,9.04,0.0,903.9666666666667,1.0,17.0,0.0,1472,11.3,31.0,0
14000,14000, 60 months,0.17489999999999997,351.64,D,9.0,OWN,35000.0,not verified,debt_consolidation,KY,5.93,0.0,903.9666666666667,1.0,3.0,0.0,777,7.2,5.0,1
25000,25000, 36 months,0.1284,840.45,C,2.0,MORTGAGE,85000.0,VERIFIED - income,other,OK,12.44,0.0,968.9333333333333,4.0,4.0,0.0,5193,49.5,9.0,0
4500,4500, 36 months,0.1298,151.58,C,0.0,OWN,13200.0,VERIFIED - income source,major_purchase,CA,7.27,1.0,864.4,2.0,2.0,0.0,3525,22.0,3.0,0
15000,15000, 36 months,0.0603,456.54,A,,MORTGAGE,80000.0,VERIFIED - income source,small_business,AZ,0.75,0.0,871.5333333333333,0.0,7.0,0.0,2854,10.1,16.0,0
8000,8000, 36 months,0.0729,248.08,A,5.0,MORTGAGE,120000.0,not verified,home_improvement,NY,0.68,0.0,935.4,0.0,4.0,0.0,166,3.7,20.0,0
16000,16000, 36 months,0.07490000000000001,497.63,A,10.0,RENT,60000.0,not verified,renewable_energy,CA,3.28,0.0,960.7666666666667,0.0,16.0,0.0,11327,19.2,32.0,0
9000,9000, 36 months,0.0751,279.99,A,3.0,RENT,42000.0,VERIFIED - income,medical,NH,10.0,1.0,925.3,1.0,14.0,0.0,5020,7.5,27.0,0
4000,4000, 36 months,0.1417,137.05,C,0.0,MORTGAGE,40000.0,VERIFIED - income,debt_consolidation,MI,22.71,1.0,854.2666666666667,2.0,9.0,0.0,1115,61.9,11.0,1
6000,6000, 60 months,0.20989999999999998,162.29,F,1.0,MORTGAGE,36396.0,VERIFIED - income,debt_consolidation,OH,21.2,1.0,972.9666666666667,2.0,31.0,0.0,8054,33.6,39.0,0
3300,3300, 36 months,0.1565,115.45,D,4.0,RENT,33600.0,VERIFIED - income,credit_card,WA,22.96,0.0,851.2,0.0,4.0,0.0,18113,85.4,12.0,0
14000,14000, 36 months,0.1199,464.94,B,3.0,MORTGAGE,120000.0,VERIFIED - income source,medical,OK,6.81,0.0,1074.4333333333334,2.0,16.0,1.0,4179,27.9,48.0,0
2400,2400, 36 months,0.138,81.8,C,1.0,MORTGAGE,30996.0,not verified,debt_consolidation,FL,5.5,0.0,830.9333333333333,1.0,4.0,0.0,4220,63.9,4.0,0
3800,3800, 36 months,0.1689,135.28,D,9.0,RENT,68000.0,not verified,wedding,CA,24.39,0.0,1004.4333333333333,3.0,9.0,0.0,5684,99.5,34.0,0
10775,10775, 36 months,0.1537,375.47,D,1.0,RENT,20796.0,VERIFIED - income source,major_purchase,NJ,5.02,0.0,853.2333333333333,2.0,5.0,0.0,1889,43.9,6.0,0
12000,12000, 36 months,0.0691,370.04,A,0.0,RENT,62400.0,VERIFIED - income source,debt_consolidation,WA,17.92,0.0,1008.4333333333333,0.0,16.0,1.0,8182,42.8,31.0,0
16000,16000, 36 months,0.1465,551.91,C,5.0,MORTGAGE,200000.0,VERIFIED - income,credit_card,OK,13.34,0.0,951.6666666666666,1.0,9.0,1.0,13466,78.7,26.0,0
12800,12800, 36 months,0.08900000000000001,406.45,A,8.0,RENT,38500.0,not verified,debt_consolidation,CA,12.59,0.0,1010.5,0.0,7.0,0.0,15607,59.3,33.0,0
10000,10000, 36 months,0.1038,324.46,B,4.0,MORTGAGE,31000.0,VERIFIED - income,debt_consolidation,MA,7.74,0.0,878.6333333333333,4.0,7.0,0.0,22706,69.0,8.0,0
16000,16000, 36 months,0.13849999999999998,545.67,C,4.0,MORTGAGE,60000.0,not verified,small_business,AK,13.98,0.0,1006.4666666666667,4.0,9.0,0.0,23339,59.5,14.0,0
15000,15000, 36 months,0.16449999999999998,530.67,E,9.0,MORTGAGE,60000.0,not verified,debt_consolidation,NJ,21.32,0.0,961.8,6.0,21.0,1.0,15836,43.6,54.0,0
20000,20000, 36 months,0.1392,682.74,C,4.0,MORTGAGE,700000.0,not verified,home_improvement,FL,3.09,0.0,935.4,0.0,8.0,0.0,6960,44.6,14.0,1
12000,12000, 60 months,0.1099,260.85,B,2.0,MORTGAGE,58800.0,not verified,major_purchase,WA,19.45,0.0,890.8,0.0,12.0,1.0,2310,9.7,47.0,0
1500,1500, 36 months,0.1149,49.46,B,3.0,OWN,50000.0,VERIFIED - income source,major_purchase,NY,16.44,0.0,867.4333333333333,1.0,8.0,0.0,4578,77.6,8.0,0
6000,6000, 36 months,0.1253,200.8,B,4.0,RENT,73000.0,not verified,moving,NY,2.91,2.0,892.8333333333334,1.0,5.0,0.0,2182,59.0,20.0,0
7500,7500, 36 months,0.1484,259.41,D,6.0,RENT,36750.0,not verified,credit_card,PA,8.1,0.0,870.5,0.0,4.0,1.0,8779,91.4,5.0,0
6000,6000, 36 months,0.1484,207.53,D,2.0,RENT,16800.0,VERIFIED - income source,debt_consolidation,AL,6.14,1.0,918.2,0.0,10.0,0.0,6531,65.8,25.0,0
11000,11000, 36 months,0.19469999999999998,405.87,F,5.0,RENT,50004.0,VERIFIED - income,other,NJ,3.17,0.0,933.4333333333333,8.0,3.0,0.0,409,40.9,12.0,0
1000,1000, 36 months,0.0925,31.92,B,5.0,RENT,30000.0,VERIFIED - income,debt_consolidation,CA,15.44,0.0,946.6333333333333,0.0,6.0,0.0,204,20.4,12.0,0
25000,25000, 60 months,0.1465,590.17,C,10.0,RENT,64000.0,VERIFIED - income,debt_consolidation,NY,14.49,0.0,1055.1666666666667,1.0,8.0,0.0,9943,31.4,17.0,1
11100,11100, 60 months,0.21359999999999998,302.55,F,7.0,OWN,50000.0,VERIFIED - income,small_business,VA,19.7,0.0,862.3333333333334,1.0,6.0,0.0,5526,96.9,12.0,1
4400,4400, 36 months,0.1149,145.08,B,2.0,MORTGAGE,26400.0,not verified,debt_consolidation,NM,24.32,0.0,855.2666666666667,1.0,6.0,0.0,5705,61.4,7.0,0
3600,3600, 36 months,0.0925,114.9,B,4.0,RENT,53000.0,not verified,credit_card,MA,5.57,0.0,903.9666666666667,0.0,8.0,0.0,3356,12.3,16.0,0
7500,7500, 36 months,0.0751,233.34,A,5.0,OWN,26004.0,not verified,debt_consolidation,TX,21.41,0.0,1027.8,0.0,5.0,0.0,9208,35.8,15.0,0
4500,4500, 36 months,0.08900000000000001,142.89,A,10.0,MORTGAGE,50700.0,VERIFIED - income,other,NC,23.43,0.0,964.8333333333334,0.0,10.0,0.0,9127,24.4,20.0,0
5000,5000, 36 months,0.1242,167.08,B,10.0,RENT,100000.0,not verified,other,OH,9.18,0.0,912.0666666666667,0.0,2.0,0.0,0,0.0,10.0,0
4000,4000, 36 months,0.152,139.06,D,6.0,RENT,36000.0,VERIFIED - income source,small_business,CA,0.67,0.0,929.3666666666667,1.0,3.0,0.0,103,25.7,11.0,0
3200,3200, 36 months,0.157,112.04,D,5.0,RENT,47515.0,not verified,moving,CA,2.32,0.0,850.1666666666666,0.0,6.0,0.0,2340,38.4,9.0,0
5000,5000, 36 months,0.1186,165.74,B,8.0,MORTGAGE,80000.0,not verified,major_purchase,RI,7.0,0.0,977.0333333333333,1.0,12.0,0.0,15840,53.0,16.0,0
7000,7000, 36 months,0.07490000000000001,217.72,A,2.0,MORTGAGE,36000.0,not verified,car,NY,18.83,0.0,907.0333333333333,0.0,11.0,0.0,2158,8.9,13.0,0
10000,10000, 60 months,0.152,238.96,D,0.0,RENT,114000.0,VERIFIED - income source,debt_consolidation,PA,0.11,0.0,961.8,1.0,2.0,0.0,211,7.0,15.0,0
7000,7000, 36 months,0.1242,233.91,B,0.0,RENT,37200.0,VERIFIED - income source,debt_consolidation,OH,3.55,0.0,834.0,1.0,4.0,0.0,1378,23.0,5.0,0
15000,15000, 36 months,0.1268,503.11,C,3.0,MORTGAGE,38400.0,not verified,debt_consolidation,OR,20.69,0.0,1051.1,1.0,8.0,0.0,19867,73.9,22.0,0
15000,15000, 36 months,0.13470000000000001,508.84,C,10.0,OWN,96000.0,VERIFIED - income,other,NJ,13.44,0.0,888.7666666666667,3.0,10.0,0.0,8272,33.2,17.0,0
4800,4800, 36 months,0.0774,149.85,A,3.0,MORTGAGE,110000.0,not verified,home_improvement,CA,2.81,0.0,989.2,0.0,10.0,0.0,691,0.8,27.0,0
2800,2800, 36 months,0.1099,91.66,B,5.0,MORTGAGE,52000.0,not verified,credit_card,TX,19.62,0.0,1131.2333333333333,1.0,23.0,0.0,2082,12.3,49.0,0
13500,13500, 60 months,0.1677,333.85,D,7.0,RENT,61368.0,VERIFIED - income,debt_consolidation,MA,24.01,0.0,905.0,2.0,12.0,0.0,9765,68.8,30.0,0
8500,5500, 36 months,0.0579,166.8,A,2.0,RENT,53000.0,not verified,debt_consolidation,CA,22.03,0.0,938.4666666666667,0.0,10.0,0.0,7648,46.8,28.0,0
12700,12700, 60 months,0.1074,274.49,B,2.0,MORTGAGE,52000.0,VERIFIED - income,small_business,FL,1.87,0.0,1002.4,1.0,10.0,0.0,3054,4.5,25.0,1
2000,2000, 36 months,0.0774,62.44,A,0.0,MORTGAGE,40800.0,not verified,debt_consolidation,FL,6.06,0.0,1100.8333333333333,1.0,15.0,0.0,37804,21.4,42.0,0
10000,10000, 36 months,0.1148,329.69,B,2.0,RENT,44796.0,not verified,other,CA,14.79,0.0,905.0,0.0,5.0,0.0,16077,54.9,9.0,0
8500,8500, 36 months,0.07490000000000001,264.37,A,10.0,RENT,54000.0,VERIFIED - income source,debt_consolidation,OH,10.91,0.0,983.1666666666666,1.0,4.0,0.0,4212,31.9,7.0,0
20000,20000, 60 months,0.1036,428.5,B,8.0,MORTGAGE,60000.0,VERIFIED - income,debt_consolidation,GA,14.74,0.0,986.1666666666666,0.0,6.0,0.0,67039,86.2,12.0,0
10000,10000, 60 months,0.1929,261.01,E,6.0,OWN,73000.0,VERIFIED - income,debt_consolidation,MA,22.5,0.0,912.0666666666667,0.0,7.0,0.0,26059,94.1,14.0,1
4600,4600, 36 months,0.1562,160.87,D,3.0,RENT,58800.0,VERIFIED - income source,debt_consolidation,TX,12.2,0.0,854.2666666666667,2.0,8.0,0.0,14375,85.1,12.0,1
17175,17175, 60 months,0.1825,438.48,D,4.0,MORTGAGE,48000.0,VERIFIED - income source,house,VA,10.75,0.0,943.5666666666667,0.0,7.0,0.0,11068,96.2,24.0,0
13000,13000, 36 months,0.1459,448.05,D,5.0,RENT,46000.0,not verified,other,GA,22.98,0.0,911.0333333333333,0.0,8.0,0.0,7719,55.9,19.0,0
8000,8000, 36 months,0.1199,265.68,B,10.0,MORTGAGE,82000.0,VERIFIED - income,debt_consolidation,FL,24.41,0.0,954.7333333333333,3.0,19.0,0.0,14223,39.9,32.0,0
20000,20000, 60 months,0.1751,502.56,E,4.0,MORTGAGE,129996.0,VERIFIED - income,debt_consolidation,NJ,13.48,2.0,1025.7333333333333,1.0,8.0,0.0,21872,64.3,32.0,0
20000,20000, 60 months,0.1677,494.59,D,2.0,RENT,108000.0,VERIFIED - income source,credit_card,NY,13.5,0.0,881.7,3.0,10.0,0.0,12775,71.8,18.0,0
35000,35000, 60 months,0.1751,879.47,E,5.0,MORTGAGE,70000.0,VERIFIED - income,debt_consolidation,TX,16.32,0.0,1062.2333333333333,1.0,12.0,0.0,14541,37.6,30.0,0
9600,9600, 36 months,0.0788,300.3,A,6.0,MORTGAGE,80000.0,not verified,debt_consolidation,CA,18.18,0.0,967.9,4.0,7.0,0.0,8081,69.7,14.0,0
4450,4450, 36 months,0.1149,146.73,B,5.0,RENT,33600.0,VERIFIED - income source,medical,CO,14.96,0.0,825.8333333333334,1.0,5.0,0.0,541,7.1,5.0,0
9000,9000, 36 months,0.13849999999999998,306.94,C,3.0,RENT,133000.0,VERIFIED - income source,credit_card,MD,19.23,0.0,987.1666666666666,0.0,9.0,0.0,19130,97.6,29.0,0
13000,13000, 36 months,0.1533,452.77,D,10.0,MORTGAGE,57000.0,not verified,debt_consolidation,CO,22.76,0.0,1035.8666666666666,2.0,8.0,0.0,24648,90.0,31.0,0
3000,3000, 36 months,0.1479,103.69,C,5.0,MORTGAGE,44160.0,not verified,home_improvement,WA,18.99,0.0,951.6666666666666,1.0,6.0,0.0,12395,99.2,25.0,0
7500,7500, 36 months,0.1292,252.42,D,7.0,RENT,175000.0,not verified,debt_consolidation,NY,14.78,0.0,1073.4333333333334,4.0,18.0,0.0,84355,95.9,45.0,0
12000,12000, 36 months,0.1099,392.81,B,3.0,MORTGAGE,145000.0,VERIFIED - income,credit_card,NC,9.46,0.0,959.7333333333333,2.0,7.0,0.0,43299,51.9,15.0,0
10000,10000, 36 months,0.1183,331.34,B,7.0,MORTGAGE,27000.0,not verified,home_improvement,WI,0.67,0.0,893.8666666666667,4.0,3.0,0.0,86,6.6,7.0,0
24000,24000, 36 months,0.07490000000000001,746.44,A,0.0,RENT,150000.0,VERIFIED - income,debt_consolidation,CT,11.38,0.0,941.5333333333333,2.0,7.0,0.0,29040,43.3,35.0,0
9000,9000, 36 months,0.16949999999999998,320.65,E,10.0,MORTGAGE,237000.0,VERIFIED - income,debt_consolidation,VA,11.67,0.0,938.4666666666667,0.0,12.0,1.0,22353,99.3,28.0,1
10000,10000, 60 months,0.1268,225.9,C,6.0,RENT,89092.0,VERIFIED - income,other,WA,2.1,0.0,942.5666666666667,0.0,3.0,0.0,3879,17.6,8.0,0
12000,12000, 60 months,0.1527,287.19,C,0.0,MORTGAGE,43200.0,VERIFIED - income,debt_consolidation,CT,16.44,1.0,963.8333333333334,2.0,6.0,0.0,6619,45.3,26.0,0
10200,10200, 60 months,0.1417,238.24,C,10.0,MORTGAGE,60000.0,VERIFIED - income source,debt_consolidation,CA,20.36,0.0,1016.6,1.0,7.0,1.0,2772,35.5,34.0,0
4000,4000, 36 months,0.1149,131.89,B,5.0,RENT,40000.0,VERIFIED - income,debt_consolidation,NC,15.48,0.0,829.9333333333333,1.0,11.0,0.0,519,5.3,12.0,0
15000,15000, 36 months,0.1426,514.59,C,0.0,MORTGAGE,80000.0,not verified,small_business,NY,17.86,0.0,1176.9333333333334,0.0,7.0,0.0,235868,17.5,7.0,0
12000,12000, 36 months,0.1114,393.65,B,6.0,OWN,40000.0,not verified,debt_consolidation,CA,16.71,0.0,990.2333333333333,2.0,5.0,0.0,12746,52.5,21.0,0
2400,2400, 36 months,0.08900000000000001,76.21,A,3.0,RENT,40000.0,not verified,major_purchase,PA,13.26,0.0,835.0333333333333,0.0,5.0,0.0,432,2.4,6.0,0
7000,7000, 36 months,0.079,219.04,A,10.0,RENT,40000.0,VERIFIED - income,credit_card,HI,17.25,0.0,967.9,0.0,3.0,0.0,6709,49.2,11.0,0
6000,6000, 36 months,0.1065,195.44,B,4.0,RENT,50000.0,VERIFIED - income,debt_consolidation,CA,24.79,0.0,952.6666666666666,0.0,11.0,0.0,17401,77.7,18.0,0
7800,7800, 36 months,0.0788,244.0,A,0.0,MORTGAGE,66000.0,VERIFIED - income,home_improvement,PA,19.11,0.0,951.6666666666666,3.0,13.0,0.0,5007,34.5,44.0,0
25000,25000, 36 months,0.1446,860.04,D,5.0,RENT,190000.0,VERIFIED - income source,credit_card,CA,9.16,0.0,848.2,2.0,8.0,0.0,14753,44.8,16.0,1
7125,7125, 36 months,0.0662,218.77,A,10.0,MORTGAGE,74004.0,not verified,debt_consolidation,MN,21.94,0.0,1013.5333333333333,2.0,8.0,0.0,32555,47.1,17.0,0
15000,15000, 36 months,0.0788,469.22,A,10.0,MORTGAGE,78000.0,VERIFIED - income,debt_consolidation,AK,11.09,0.0,1001.3666666666667,0.0,7.0,0.0,40665,61.3,16.0,0
18200,18200, 36 months,0.0888,577.74,B,4.0,RENT,36000.0,VERIFIED - income,debt_consolidation,TX,22.03,0.0,986.1666666666666,1.0,3.0,0.0,12733,48.6,13.0,0
9000,9000, 36 months,0.11259999999999999,295.77,B,10.0,MORTGAGE,220836.0,not verified,debt_consolidation,SC,9.11,0.0,962.8,0.0,14.0,0.0,12904,66.9,38.0,0
19000,13000, 60 months,0.17489999999999997,326.52,D,6.0,RENT,55000.0,VERIFIED - income source,debt_consolidation,PA,18.44,0.0,946.6333333333333,2.0,3.0,0.0,11673,83.4,29.0,0
11600,11600, 36 months,0.1199,385.24,B,0.0,MORTGAGE,58000.0,VERIFIED - income source,major_purchase,TX,8.3,0.0,867.4333333333333,1.0,6.0,0.0,2311,39.2,11.0,0
6300,6300, 36 months,0.16449999999999998,222.9,E,1.0,RENT,32200.0,not verified,other,TX,12.37,0.0,836.0333333333333,0.0,10.0,0.0,6547,57.4,12.0,0
