loan_amnt,term,int_rate,grade,annual_inc,verification_status,purpose,inq_last_6mths,revol_util,total_acc,is_bad,loan_amnt_per_installment,income_to_interest_ratio
1825, 36 months,0.1576,F,20004.0,not verified,debt_consolidation,3.0,35.6,21.0,0,28.537920250195462,10.96109589041096
3350, 36 months,0.0859,A,60000.0,VERIFIED - income source,renewable_energy,0.0,61.7,50.0,0,31.63361661945231,17.91044776119403
2500, 36 months,0.0599,A,93132.0,not verified,major_purchase,1.0,6.8,20.0,0,32.87310979618672,37.2528
20000, 36 months,0.1704,E,68000.0,VERIFIED - income,small_business,6.0,1.3,12.0,1,28.031226786640318,3.4
3600, 36 months,0.1427,C,26400.0,VERIFIED - income source,other,0.0,99.5,8.0,0,29.145077720207254,7.333333333333333
8000, 36 months,0.08380000000000001,A,105000.0,not verified,credit_card,0.0,44.7,12.0,0,31.733439111463706,13.125
24250, 36 months,0.0617,A,130000.0,VERIFIED - income,home_improvement,0.0,14.8,42.0,0,53.27328646748682,5.360824742268041
31000, 60 months,0.1565,D,106305.6,VERIFIED - income source,small_business,0.0,45.1,31.0,1,41.437756479662085,3.4292129032258067
4500, 36 months,0.0676,A,41600.0,not verified,credit_card,0.0,35.6,16.0,0,32.49801401025493,9.244444444444444
10000, 36 months,0.1496,D,42000.0,not verified,debt_consolidation,3.0,55.6,14.0,0,28.862527780182987,4.2
3600, 36 months,0.1411,D,37000.0,VERIFIED - income,debt_consolidation,1.0,90.4,13.0,0,29.213665503529985,10.277777777777779
7750, 36 months,0.1704,E,13920.0,not verified,educational,0.0,98.4,8.0,1,28.030960648148145,1.7961290322580645
5000, 36 months,0.0774,A,63000.0,not verified,educational,1.0,4.3,10.0,0,32.03074951953876,12.6
10000, 36 months,0.11710000000000001,B,32000.0,not verified,credit_card,0.0,59.6,23.0,1,30.233401862377555,3.2
12000, 36 months,0.07490000000000001,A,80000.0,VERIFIED - income,debt_consolidation,0.0,28.4,31.0,0,32.15261775896254,6.666666666666667
10000, 36 months,0.0599,A,144000.0,VERIFIED - income,major_purchase,2.0,2.2,60.0,0,32.87527122098757,14.4
6000, 36 months,0.1099,B,100000.0,VERIFIED - income source,debt_consolidation,0.0,78.5,11.0,0,30.54834275240568,16.666666666666668
11975, 36 months,0.0999,B,30000.0,VERIFIED - income source,credit_card,0.0,65.8,19.0,0,30.995211595703378,2.5052192066805845
10000, 36 months,0.079,A,43000.0,not verified,debt_consolidation,0.0,37.2,16.0,0,31.958071010833784,4.3
7000, 36 months,0.09910000000000001,B,37440.0,not verified,debt_consolidation,2.0,84.1,21.0,0,31.03111978012235,5.348571428571429
5975, 36 months,0.1149,B,34800.0,VERIFIED - income source,debt_consolidation,0.0,0.0,17.0,0,30.32840972539465,5.824267782426778
13000, 36 months,0.09630000000000001,A,61300.0,VERIFIED - income source,debt_consolidation,2.0,27.0,31.0,0,31.157874553603527,4.7153846153846155
15000, 60 months,0.11710000000000001,B,195000.0,VERIFIED - income source,major_purchase,1.0,5.5,23.0,0,45.25159888982744,13.0
3000, 60 months,0.1528,D,60000.0,not verified,car,0.0,21.4,12.0,0,41.771094402673356,20.0
24000, 36 months,0.09910000000000001,B,130000.0,VERIFIED - income,debt_consolidation,0.0,61.8,15.0,0,31.031807602792863,5.416666666666667
1500, 36 months,0.079,A,102540.0,not verified,other,3.0,62.0,34.0,0,31.955688112484022,68.36
20000, 36 months,0.1422,C,62000.0,not verified,wedding,0.0,66.8,16.0,0,29.167699689363996,3.1
1500, 36 months,0.1112,B,83000.0,VERIFIED - income source,home_improvement,1.0,3.6,25.0,0,30.487804878048777,55.333333333333336
30000, 60 months,0.2089,F,174996.0,VERIFIED - income,home_improvement,1.0,81.5,22.0,0,37.04847175054029,5.8332
4400, 36 months,0.1189,B,42000.0,VERIFIED - income source,credit_card,2.0,14.6,15.0,1,30.15144247241828,9.545454545454545
10000, 36 months,0.0788,A,65004.0,VERIFIED - income,debt_consolidation,0.0,42.0,19.0,0,31.96726552010741,6.5004
6400, 36 months,0.07490000000000001,A,75000.0,not verified,other,0.0,37.3,25.0,0,32.15111021802472,11.71875
8000, 60 months,0.1825,F,60000.0,not verified,other,0.0,84.8,22.0,0,39.16960438699569,7.5
15000, 60 months,0.15990000000000001,D,84000.0,VERIFIED - income,debt_consolidation,0.0,56.1,27.0,0,41.129695640252265,5.6
9500, 36 months,0.0654,A,90000.0,not verified,credit_card,0.0,57.9,31.0,0,47.65726898765927,9.473684210526315
20000, 36 months,0.10619999999999999,B,95000.0,VERIFIED - income,home_improvement,0.0,15.6,36.0,0,30.71253071253071,4.75
1800, 36 months,0.1323,C,29040.0,VERIFIED - income source,car,1.0,5.1,24.0,1,29.580936729663105,16.133333333333333
10000, 36 months,0.16,D,83000.0,not verified,debt_consolidation,6.0,94.5,19.0,0,28.443028613686785,8.3
6350, 36 months,0.13570000000000002,C,18000.0,not verified,debt_consolidation,0.0,95.4,10.0,0,29.43903569772833,2.8346456692913384
6000, 36 months,0.1197,C,58800.0,not verified,debt_consolidation,0.0,34.2,6.0,1,30.120481927710845,9.8
15000, 60 months,0.1261,C,105000.0,VERIFIED - income,credit_card,0.0,74.9,21.0,0,44.33803316484881,7.0
14500, 36 months,0.1306,C,130000.0,VERIFIED - income source,other,2.0,55.7,12.0,0,29.652958138203235,8.96551724137931
20000, 36 months,0.16699999999999998,E,96000.0,not verified,debt_consolidation,0.0,36.7,36.0,0,28.16782389476501,4.8
24000, 36 months,0.1158,B,88596.0,VERIFIED - income,credit_card,1.0,32.3,24.0,0,30.29040929915565,3.6915
10000, 60 months,0.1521,D,48000.0,VERIFIED - income source,other,2.0,39.2,11.0,1,41.839253587715994,4.8
1800, 36 months,0.08900000000000001,A,50400.0,not verified,wedding,1.0,16.1,10.0,1,31.490552834149756,28.0
10000, 60 months,0.1298,C,68640.0,not verified,debt_consolidation,1.0,85.2,27.0,0,55.13287021722351,6.864
8000, 36 months,0.0542,A,108000.0,VERIFIED - income,home_improvement,0.0,7.6,27.0,0,33.15649867374005,13.5
4000, 36 months,0.1454,D,40800.0,VERIFIED - income,credit_card,1.0,76.7,12.0,0,29.03389707483487,10.2
17000, 36 months,0.1148,B,33852.0,not verified,debt_consolidation,0.0,28.6,14.0,0,30.331685906471353,1.9912941176470589
8000, 60 months,0.1825,D,85200.0,VERIFIED - income,other,1.0,32.0,36.0,0,39.16960438699569,10.65
22350, 36 months,0.1407,E,135000.0,not verified,home_improvement,2.0,52.3,15.0,1,29.22944130571249,6.040268456375839
23325, 60 months,0.1349,C,44000.0,VERIFIED - income,house,0.0,51.3,10.0,0,43.468942768221545,1.8863879957127545
8500, 36 months,0.15960000000000002,C,27050.0,VERIFIED - income source,credit_card,3.0,62.7,10.0,1,28.4595038001808,3.1823529411764704
8500, 36 months,0.0788,A,47500.0,not verified,debt_consolidation,0.0,52.0,22.0,0,31.968107111963597,5.588235294117647
3000, 36 months,0.17489999999999997,D,60000.0,not verified,small_business,0.0,95.8,13.0,0,27.855153203342617,20.0
4800, 36 months,0.1507,E,35000.0,not verified,car,3.0,77.5,12.0,0,34.582132564841494,7.291666666666667
14000, 60 months,0.18789999999999998,E,79000.0,not verified,debt_consolidation,2.0,88.1,27.0,1,38.721097466533905,5.642857142857143
2800, 36 months,0.0849,A,110000.0,VERIFIED - income source,debt_consolidation,1.0,28.1,36.0,0,31.681375876895228,39.285714285714285
10000, 36 months,0.1059,B,46000.0,VERIFIED - income source,debt_consolidation,0.0,25.0,21.0,0,30.726686126901214,4.6
4200, 36 months,0.07490000000000001,A,21600.0,VERIFIED - income source,debt_consolidation,0.0,56.6,10.0,0,32.15187935390033,5.142857142857143
12000, 60 months,0.1689,D,60000.0,VERIFIED - income,house,1.0,40.2,41.0,0,40.332067354552485,5.0
10000, 36 months,0.0599,A,60000.0,not verified,wedding,0.0,1.8,27.0,0,32.87527122098757,6.0
8000, 36 months,0.1861,G,220000.0,VERIFIED - income,other,0.0,5.0,29.0,0,27.427317608337905,27.5
4200, 60 months,0.12689999999999999,B,51600.0,VERIFIED - income,credit_card,1.0,60.4,33.0,0,44.25711275026343,12.285714285714286
7000, 36 months,0.11710000000000001,B,22000.0,not verified,debt_consolidation,1.0,25.7,19.0,0,30.23235726008465,3.142857142857143
8000, 60 months,0.157,D,47000.0,VERIFIED - income source,credit_card,0.0,70.0,10.0,0,41.390728476821195,5.875
3200, 36 months,0.1099,B,88000.0,not verified,other,0.0,83.3,37.0,0,30.546009927453223,27.5
5000, 36 months,0.1461,D,33000.0,VERIFIED - income,debt_consolidation,1.0,77.8,9.0,1,29.0056851142824,6.6
16000, 60 months,0.0691,A,114000.0,VERIFIED - income,home_improvement,0.0,22.7,24.0,0,74.80480620879892,7.125
12000, 36 months,0.18289999999999998,G,62000.0,not verified,debt_consolidation,3.0,57.2,41.0,0,27.54947426419946,5.166666666666667
2000, 36 months,0.10369999999999999,B,35000.0,VERIFIED - income source,home_improvement,0.0,87.6,27.0,0,30.821390044691015,17.5
18225, 60 months,0.1991,E,33000.0,VERIFIED - income,debt_consolidation,1.0,13.0,19.0,0,37.8159106942773,1.8106995884773662
15000, 36 months,0.1158,B,73000.0,not verified,debt_consolidation,1.0,54.4,5.0,0,30.29017992366875,4.866666666666666
7000, 36 months,0.1411,D,230000.0,VERIFIED - income source,credit_card,1.0,57.8,27.0,1,29.214139643587494,32.857142857142854
18000, 36 months,0.0999,B,200000.0,VERIFIED - income source,debt_consolidation,0.0,0.0,31.0,0,30.995471217261034,11.11111111111111
4000, 36 months,0.0888,B,57500.0,not verified,moving,0.0,64.3,38.0,0,31.501023783272956,14.375
5000, 36 months,0.0766,A,55000.0,not verified,home_improvement,2.0,42.7,20.0,0,32.071840923669015,11.0
16000, 36 months,0.1186,B,74337.72,VERIFIED - income source,debt_consolidation,0.0,51.4,18.0,0,30.16818764612716,4.6461075
3600, 36 months,0.1223,C,10800.0,VERIFIED - income,debt_consolidation,1.0,3.6,15.0,0,30.00750187546887,3.0
20000, 60 months,0.2025,F,185000.0,VERIFIED - income source,home_improvement,2.0,35.1,63.0,1,37.54669870651623,9.25
8200, 36 months,0.0788,A,72000.0,not verified,debt_consolidation,2.0,46.0,26.0,0,31.968810916179336,8.78048780487805
14000, 60 months,0.1059,B,32256.0,VERIFIED - income,debt_consolidation,0.0,23.8,31.0,0,46.42833454931352,2.304
3000, 36 months,0.1348,C,40800.0,VERIFIED - income,vacation,3.0,59.3,42.0,0,29.475338966398112,13.6
32400, 36 months,0.079,A,67920.0,VERIFIED - income source,debt_consolidation,0.0,62.0,34.0,0,31.95865102928557,2.096296296296296
10000, 36 months,0.0542,A,85000.0,not verified,small_business,0.0,11.8,7.0,0,33.15649867374005,8.5
10000, 36 months,0.09630000000000001,B,158000.0,VERIFIED - income,major_purchase,1.0,71.0,22.0,0,31.158471988533684,15.8
6000, 36 months,0.12210000000000001,B,26400.0,not verified,debt_consolidation,0.0,68.5,22.0,1,30.016509079993998,4.4
7000, 36 months,0.1099,B,34482.0,VERIFIED - income source,debt_consolidation,0.0,94.2,7.0,0,30.549009339268572,4.926
6300, 36 months,0.07139999999999999,A,69930.0,not verified,home_improvement,0.0,7.8,16.0,0,32.320952185512006,11.1
15000, 36 months,0.12179999999999999,B,52000.0,VERIFIED - income,debt_consolidation,0.0,50.5,19.0,0,30.03003003003003,3.466666666666667
2500, 36 months,0.16820000000000002,E,20004.0,VERIFIED - income,home_improvement,0.0,98.5,9.0,0,28.118321898549095,8.0016
25000, 36 months,0.1323,C,100000.0,VERIFIED - income source,debt_consolidation,0.0,86.0,23.0,0,29.581247855359532,4.0
25000, 36 months,0.157,D,273000.0,VERIFIED - income,debt_consolidation,0.0,89.9,33.0,0,28.56261496452523,10.92
12000, 36 months,0.0662,A,80000.0,not verified,car,0.0,44.3,14.0,0,32.568869588818025,6.666666666666667
7000, 36 months,0.0925,B,84000.0,VERIFIED - income source,debt_consolidation,1.0,32.6,5.0,1,31.331125234983443,12.0
6250, 36 months,0.09910000000000001,B,16000.0,VERIFIED - income source,credit_card,0.0,88.6,11.0,0,31.03122982970061,2.56
14500, 36 months,0.1075,B,80000.0,VERIFIED - income,credit_card,0.0,6.1,40.0,0,30.6553911205074,5.517241379310345
7200, 36 months,0.0603,A,60000.0,not verified,other,0.0,6.0,20.0,0,32.85570867938304,8.333333333333334
15000, 36 months,0.1435,C,82000.0,not verified,debt_consolidation,1.0,74.4,17.0,0,29.113776639105623,5.466666666666667
8000, 60 months,0.1361,C,33000.0,VERIFIED - income,house,3.0,1.5,6.0,0,43.35103500596077,4.125
23100, 60 months,0.15960000000000002,C,100000.0,VERIFIED - income,debt_consolidation,3.0,0.0,9.0,0,41.15739585931654,4.329004329004329
16000, 60 months,0.12990000000000002,C,100000.0,VERIFIED - income,credit_card,0.0,68.7,40.0,0,43.95966700552243,6.25
3000, 36 months,0.1273,C,38688.0,VERIFIED - income,major_purchase,3.0,7.43,19.0,0,29.791459781529294,12.896
4000, 36 months,0.0774,A,65000.0,not verified,credit_card,1.0,21.0,8.0,0,32.03074951953876,16.25
5400, 60 months,0.1223,C,78000.0,not verified,other,0.0,55.8,22.0,0,44.72049689440994,14.444444444444445
14400, 36 months,0.1038,B,41604.0,VERIFIED - income source,home_improvement,0.0,68.6,7.0,0,30.81993878817713,2.8891666666666667
11000, 36 months,0.0894,A,50000.0,not verified,credit_card,1.0,46.2,62.0,0,31.47443417551289,4.545454545454546
15000, 36 months,0.1189,B,150000.0,VERIFIED - income source,credit_card,1.0,54.2,24.0,0,30.153178144976483,10.0
4200, 36 months,0.07490000000000001,A,75000.0,not verified,moving,3.0,0.1,10.0,0,32.15187935390033,17.857142857142858
8200, 36 months,0.13849999999999998,C,116004.0,VERIFIED - income,other,2.0,43.4,11.0,0,29.32131874418937,14.146829268292683
3000, 36 months,0.0579,A,65000.0,not verified,small_business,1.0,26.2,43.0,0,32.97065611605671,21.666666666666668
10000, 36 months,0.0729,A,99000.0,not verified,wedding,0.0,45.3,11.0,0,32.24766204450177,9.9
20000, 60 months,0.152,D,75000.0,VERIFIED - income,debt_consolidation,0.0,95.4,24.0,0,41.84888368102781,3.75
8400, 36 months,0.1112,B,48000.0,not verified,credit_card,0.0,46.2,21.0,0,30.491124904715235,5.714285714285714
9850, 36 months,0.09630000000000001,B,105000.0,not verified,debt_consolidation,2.0,54.9,32.0,0,31.158067883465662,10.65989847715736
10000, 36 months,0.17579999999999998,D,45000.0,VERIFIED - income source,debt_consolidation,1.0,73.3,12.0,0,27.82182900703892,4.5
21000, 60 months,0.16820000000000002,E,105000.0,VERIFIED - income,debt_consolidation,1.0,75.4,19.0,0,40.39393706239902,5.0
10000, 36 months,0.09910000000000001,B,95000.0,VERIFIED - income source,debt_consolidation,2.0,31.2,30.0,0,31.031807602792863,9.5
6000, 36 months,0.07139999999999999,A,564000.0,VERIFIED - income source,home_improvement,0.0,7.2,13.0,0,32.31887961217345,94.0
6250, 36 months,0.1348,C,23000.0,not verified,debt_consolidation,0.0,91.4,12.0,0,29.47696080743291,3.68
3000, 36 months,0.1322,C,13200.0,not verified,other,1.0,96.8,3.0,0,29.582881372645698,4.4
8500, 36 months,0.0751,A,78000.0,not verified,home_improvement,0.0,26.8,21.0,0,32.14218188693515,9.176470588235293
12000, 60 months,0.15960000000000002,C,42000.0,not verified,debt_consolidation,1.0,97.2,23.0,0,41.15649758205577,3.5
10000, 36 months,0.1284,C,62004.0,not verified,debt_consolidation,2.0,57.0,20.0,0,29.745969421143435,6.2004
25000, 60 months,0.1793,E,100000.0,VERIFIED - income,debt_consolidation,5.0,58.2,44.0,0,43.008532892925956,4.0
1200, 36 months,0.1322,C,74000.0,not verified,other,0.0,55.2,20.0,0,29.578506285432585,61.666666666666664
13000, 36 months,0.15960000000000002,C,76800.0,VERIFIED - income source,medical,2.0,97.0,27.0,0,28.45946715120734,5.907692307692308
12375, 36 months,0.1099,B,50000.0,VERIFIED - income source,debt_consolidation,0.0,75.1,15.0,0,30.54876694067985,4.040404040404041
7000, 60 months,0.19039999999999999,F,100000.0,not verified,moving,7.0,67.2,26.0,0,38.51656212171233,14.285714285714286
6000, 36 months,0.11710000000000001,B,37200.0,not verified,other,0.0,43.7,25.0,0,30.232792502267458,6.2
10800, 60 months,0.1936,F,37740.0,VERIFIED - income source,debt_consolidation,2.0,85.0,11.0,0,38.255818072331834,3.4944444444444445
4200, 60 months,0.1557,D,38664.0,VERIFIED - income source,moving,2.0,90.6,13.0,1,41.510179877446134,9.205714285714286
5025, 36 months,0.1343,C,40000.0,VERIFIED - income source,debt_consolidation,3.0,15.8,24.0,0,29.496360648039442,7.960199004975125
17200, 36 months,0.0751,A,50000.0,VERIFIED - income,debt_consolidation,0.0,37.4,15.0,0,32.14292388480873,2.9069767441860463
3000, 36 months,0.1242,B,43500.0,VERIFIED - income,other,0.0,97.2,9.0,0,29.925187032418954,14.5
13000, 36 months,0.13570000000000002,C,33800.0,not verified,debt_consolidation,3.0,70.5,47.0,0,29.43840579710145,2.6
1200, 36 months,0.1268,C,48000.0,VERIFIED - income source,other,2.0,94.9,14.0,0,29.81366459627329,40.0
16000, 36 months,0.1112,B,60000.0,VERIFIED - income,debt_consolidation,0.0,68.2,11.0,0,30.491872010367235,3.75
10000, 36 months,0.0579,A,55000.0,not verified,major_purchase,1.0,15.1,18.0,1,32.97391763115376,5.5
4500, 36 months,0.10830000000000001,B,38000.0,VERIFIED - income,educational,2.0,29.8,29.0,0,30.61849357011635,8.444444444444445
3000, 36 months,0.1229,C,32000.0,not verified,credit_card,1.0,27.7,13.0,0,29.982010793523884,10.666666666666666
9500, 36 months,0.12990000000000002,C,33600.0,VERIFIED - income source,debt_consolidation,1.0,64.8,22.0,0,29.68286205280425,3.536842105263158
15000, 36 months,0.09630000000000001,A,75000.0,not verified,debt_consolidation,0.0,11.3,20.0,0,31.157824768393503,5.0
6000, 60 months,0.2016,G,24000.0,VERIFIED - income source,debt_consolidation,0.0,95.4,9.0,1,37.61755485893417,4.0
5000, 36 months,0.0579,A,130000.0,VERIFIED - income source,debt_consolidation,0.0,2.6,43.0,0,32.97283038776049,26.0
6600, 36 months,0.0788,A,81000.0,not verified,debt_consolidation,0.0,29.9,49.0,0,31.96745132229003,12.272727272727273
25000, 60 months,0.1398,C,65000.0,VERIFIED - income,debt_consolidation,2.0,77.3,38.0,0,67.710308217323,2.6
14400, 36 months,0.0849,A,85000.0,VERIFIED - income,debt_consolidation,0.0,54.6,15.0,0,31.682471232756157,5.902777777777778
3000, 60 months,0.1399,C,41000.0,VERIFIED - income,other,2.0,58.3,31.0,0,42.98610116062473,13.666666666666666
17000, 60 months,0.1074,B,36000.0,VERIFIED - income source,small_business,0.0,11.4,16.0,0,46.267316223498355,2.1176470588235294
3600, 36 months,0.0788,A,81204.0,not verified,other,2.0,7.9,29.0,0,31.965903036760785,22.55666666666667
22000, 60 months,0.1677,D,57000.0,VERIFIED - income,debt_consolidation,3.0,59.1,17.0,0,40.438203073303434,2.590909090909091
4000, 36 months,0.0579,A,33600.0,not verified,car,1.0,73.9,22.0,0,32.9733740004946,8.4
6000, 36 months,0.1311,C,19200.0,not verified,other,1.0,61.0,21.0,0,29.6340198547933,3.2
4900, 36 months,0.09910000000000001,B,43000.0,not verified,major_purchase,0.0,82.7,15.0,0,31.030333734405676,8.775510204081632
11500, 36 months,0.0662,A,34100.0,VERIFIED - income,credit_card,3.0,49.3,22.0,0,32.56867742849051,2.965217391304348
21000, 60 months,0.1349,C,102000.0,VERIFIED - income,home_improvement,1.0,4.3,23.0,0,43.46926102256261,4.857142857142857
2200, 36 months,0.1387,D,40000.0,not verified,credit_card,1.0,77.9,15.0,0,29.309885424993336,18.181818181818183
4000, 36 months,0.1148,B,45204.0,VERIFIED - income,debt_consolidation,1.0,11.7,26.0,0,30.330603579011225,11.301
12000, 60 months,0.079,A,80000.0,not verified,debt_consolidation,0.0,24.2,20.0,0,49.43357363542739,6.666666666666667
3400, 36 months,0.1629,D,32004.0,not verified,other,0.0,99.3,13.0,1,28.326251770390737,9.412941176470587
2400, 36 months,0.0699,A,38400.0,not verified,car,0.0,33.2,7.0,0,32.388663967611336,16.0
3000, 36 months,0.1112,B,30000.0,not verified,debt_consolidation,0.0,11.6,8.0,0,30.490903547108445,10.0
24500, 60 months,0.1361,C,72996.0,VERIFIED - income source,debt_consolidation,3.0,78.8,23.0,0,67.4373795761079,2.9794285714285715
15000, 60 months,0.20620000000000002,F,70000.0,VERIFIED - income,debt_consolidation,2.0,91.0,19.0,0,37.25689873574923,4.666666666666667
8000, 36 months,0.0676,A,110000.0,not verified,home_improvement,3.0,7.2,32.0,0,32.50182822783782,13.75
10000, 60 months,0.1446,D,47000.0,not verified,car,1.0,54.0,25.0,0,42.53871022630594,4.7
4000, 36 months,0.08900000000000001,A,62400.0,VERIFIED - income source,car,0.0,17.1,26.0,0,31.4911037631869,15.6
12000, 60 months,0.1491,D,73000.0,VERIFIED - income,small_business,1.0,75.5,20.0,0,42.11708549768356,6.083333333333333
10000, 60 months,0.1149,B,82000.0,VERIFIED - income,home_improvement,3.0,51.8,43.0,0,45.47935237402219,8.2
18800, 60 months,0.1825,D,46000.0,not verified,credit_card,3.0,97.9,18.0,1,39.16993082756897,2.4468085106382977
6500, 36 months,0.11710000000000001,B,65338.0,not verified,debt_consolidation,0.0,95.9,20.0,0,30.232558139534884,10.052
10000, 36 months,0.0751,A,32004.0,VERIFIED - income,other,0.0,0.0,13.0,0,32.14297193918549,3.2004
3500, 36 months,0.1531,D,104004.0,not verified,medical,5.0,76.0,31.0,0,28.721483669785,29.71542857142857
7000, 36 months,0.1562,D,24000.0,not verified,debt_consolidation,0.0,40.3,6.0,0,28.595939376608523,3.4285714285714284
23000, 36 months,0.0691,A,99200.0,VERIFIED - income,credit_card,1.0,28.4,23.0,0,32.42953625763152,4.3130434782608695
4000, 36 months,0.1091,C,18000.0,not verified,car,1.0,79.6,5.0,0,30.583377934092823,4.5
5000, 36 months,0.1075,B,35827.2,VERIFIED - income,debt_consolidation,2.0,48.2,24.0,0,30.654159769480717,7.165439999999999
13000, 36 months,0.1442,D,94000.0,VERIFIED - income,debt_consolidation,1.0,32.4,52.0,0,29.08407535012752,7.230769230769231
4000, 36 months,0.0768,A,41004.0,VERIFIED - income,other,3.0,13.7,18.0,0,32.06155819172812,10.251
15000, 60 months,0.138,C,55000.0,VERIFIED - income,debt_consolidation,3.0,16.6,30.0,0,43.167952112351784,3.6666666666666665
3600, 36 months,0.0932,A,44000.0,not verified,medical,0.0,0.0,14.0,0,31.30162594556995,12.222222222222221
2500, 36 months,0.1065,B,24000.0,not verified,small_business,2.0,19.6,9.0,0,30.69744597249509,9.6
11200, 36 months,0.1545,E,62004.0,not verified,debt_consolidation,6.0,28.7,26.0,0,28.664295037493922,5.536071428571429
10000, 36 months,0.1459,D,74000.0,not verified,credit_card,1.0,64.6,31.0,0,29.014942695488177,7.4
35000, 36 months,0.1839,E,300000.0,VERIFIED - income,debt_consolidation,1.0,90.0,32.0,0,38.70953471139277,8.571428571428571
14000, 36 months,0.16,D,46800.0,not verified,credit_card,0.0,92.9,6.0,0,28.443144186424494,3.342857142857143
9600, 36 months,0.0699,A,255000.0,VERIFIED - income,moving,3.0,25.5,34.0,0,32.39084958499224,26.5625
28000, 36 months,0.07490000000000001,A,85000.0,VERIFIED - income,debt_consolidation,0.0,85.5,27.0,0,32.152494689096855,3.0357142857142856
20000, 60 months,0.1186,B,53000.0,VERIFIED - income,debt_consolidation,1.0,46.9,19.0,0,45.09786236132407,2.65
10000, 36 months,0.1075,B,38004.0,VERIFIED - income source,debt_consolidation,3.0,28.0,22.0,0,30.6550994757978,3.8004
10000, 36 months,0.1632,D,59004.0,VERIFIED - income source,major_purchase,1.0,19.3,37.0,0,28.315777551251557,5.9004
9000, 60 months,0.1558,D,41004.0,VERIFIED - income source,other,3.0,42.3,22.0,1,41.50142949368256,4.556
6500, 60 months,0.17559999999999998,E,24960.0,VERIFIED - income source,debt_consolidation,2.0,96.8,15.0,0,39.75292031068437,3.84
6000, 36 months,0.0788,A,62000.0,not verified,debt_consolidation,0.0,52.3,52.0,0,31.96760615909212,10.333333333333334
9000, 60 months,0.16449999999999998,E,36000.0,not verified,debt_consolidation,1.0,34.9,26.0,0,40.718454508437766,4.0
10000, 60 months,0.0617,A,48000.0,not verified,car,0.0,2.4,31.0,0,51.51452709664125,4.8
10000, 36 months,0.1361,C,76600.0,VERIFIED - income,debt_consolidation,5.0,75.2,16.0,0,29.421283356380005,7.66
5000, 36 months,0.1496,D,80000.0,not verified,debt_consolidation,0.0,87.2,9.0,0,28.86169475871623,16.0
4000, 36 months,0.0932,A,41004.0,not verified,debt_consolidation,2.0,12.8,15.0,0,31.301353783551136,10.251
3000, 36 months,0.13849999999999998,C,36132.0,not verified,debt_consolidation,1.0,67.9,8.0,1,29.319781078967946,12.044
8000, 36 months,0.1322,C,82700.0,not verified,other,6.0,56.6,7.0,0,29.584704707666134,10.3375
6000, 36 months,0.0691,A,144000.0,not verified,debt_consolidation,1.0,78.0,31.0,0,32.42892660252946,24.0
10000, 60 months,0.0788,A,46800.0,VERIFIED - income,wedding,0.0,61.1,10.0,0,53.61067924730607,4.68
6000, 36 months,0.13570000000000002,C,65000.0,VERIFIED - income,car,5.0,3.6,15.0,0,29.437739181630853,10.833333333333334
5000, 36 months,0.09880000000000001,B,45432.0,not verified,credit_card,2.0,51.8,20.0,0,31.044331305103686,9.0864
21600, 36 months,0.11259999999999999,B,90000.0,VERIFIED - income,debt_consolidation,1.0,72.5,28.0,1,30.428963865605407,4.166666666666667
15000, 60 months,0.1602,D,55000.0,VERIFIED - income,debt_consolidation,1.0,21.6,23.0,1,41.10264701046747,3.6666666666666665
3000, 36 months,0.0542,A,68000.0,not verified,car,1.0,6.8,25.0,0,33.15649867374005,22.666666666666668
15000, 60 months,0.17489999999999997,D,62500.0,VERIFIED - income,debt_consolidation,0.0,32.8,27.0,0,39.81314364582227,4.166666666666667
10000, 36 months,0.0751,A,46000.0,not verified,debt_consolidation,0.0,25.3,22.0,0,32.14400514304082,4.6
5000, 36 months,0.1223,C,52000.0,VERIFIED - income source,medical,1.0,85.2,6.0,0,30.00660145231951,10.4
12300, 36 months,0.0788,A,56864.0,not verified,debt_consolidation,2.0,15.0,47.0,0,31.968810916179336,4.623089430894309
14000, 36 months,0.0699,A,41000.0,VERIFIED - income source,debt_consolidation,0.0,17.4,13.0,0,32.390912035537454,2.9285714285714284
15000, 36 months,0.1361,C,90000.0,not verified,debt_consolidation,0.0,75.8,14.0,0,29.421571896514525,6.0
6500, 36 months,0.1186,B,63211.0,not verified,debt_consolidation,0.0,24.9,18.0,0,30.168012624152976,9.724769230769231
4500, 36 months,0.1505,D,12000.0,not verified,debt_consolidation,0.0,67.2,6.0,0,31.2565117732861,2.6666666666666665
25000, 36 months,0.1158,B,96640.0,VERIFIED - income,debt_consolidation,1.0,38.8,24.0,0,30.290546926115297,3.8656
5500, 36 months,0.1148,B,14400.0,not verified,other,3.0,30.0,12.0,0,30.33143991617493,2.618181818181818
30000, 60 months,0.1864,E,94325.0,VERIFIED - income source,debt_consolidation,0.0,83.3,27.0,0,38.8455114011576,3.1441666666666666
4000, 36 months,0.0654,A,25200.0,VERIFIED - income source,moving,0.0,0.0,10.0,0,32.60780957039211,6.3
12000, 36 months,0.0579,A,30000.0,VERIFIED - income source,other,2.0,7.4,17.0,0,32.9733740004946,2.5
6150, 36 months,0.1149,B,72000.0,not verified,home_improvement,1.0,63.9,41.0,0,30.328434756879375,11.707317073170731
16000, 36 months,0.0766,A,98004.0,VERIFIED - income,debt_consolidation,0.0,63.1,45.0,0,32.07184092366902,6.12525
