loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,policy_code,is_bad
8000,8000, 36 months,11.49%,263.78,B,B4,Pacific Waterjet Cutting Inc,8 years,RENT,38000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=875198,"  Borrower added on 09/07/11 > Hello everyone,<br/><br/>I would like to use this loan to consolidate my debt in one monthly payment and also get a better interest rate. All of my credit cards have 21% APR or above so any rate below that would be great.<br/><br/>I am a stable, full time job at a agricultural manufacturing facility  and have been employed there for the past eight years. I am a very hard worker and responsible with my finances. I have never been late or delinquent on any payment and I plan to pay this loan off as soon as possible. This is my second Lending Club loan. The first loan did not missed a single payment over the three year loan period.<br/><br/>Loan with confidence and thanks for your consideration.<br/>",debt_consolidation,DEBT BE GONE,959xx,CA,24.66,0,8/1/05,0,NA,NA,6,0,4820,57.4,9,f,NA,1,0
15000,15000, 60 months,13.49%,345.08,C,C2,kehe Distributors,2 years,MORTGAGE,65000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=821094,,medical,Medical,180xx,PA,8.47,0,1/1/03,0,NA,93,9,1,4748,13.5,20,f,NA,1,0
30225,30225, 60 months,13.99%,703.13,C,C3,Sodexo,4 years,MORTGAGE,52000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=772112,"  Borrower added on 06/03/11 > I am trying to purchase a franchise. We are in the process of getting an SBA loan that will cover the majority of the money needed, but are still in need of cash to support un-accounted for expenses. That is why I am asking for this money.<br/> Borrower added on 06/03/11 > We are in the process of trying to buy a franchise. This money loaned to us would be used as working capitol for the business.<br/>",small_business,Small Business Loan,360xx,AL,17.1,0,2/1/02,3,NA,NA,9,0,9380,28,32,f,NA,1,1
8500,8500, 36 months,7.49%,264.37,A,A4,,n/a,MORTGAGE,230000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=843470,,credit_card,Target Visa goodbye!,010xx,MA,9.22,0,9/1/90,0,NA,NA,14,0,25588,36,29,f,NA,1,0
2400,2400, 36 months,11.49%,79.14,B,B4,,n/a,RENT,18000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=861141,  Borrower added on 09/03/11 > I am looking to keep my credit in good shape. Currently in New York studying accountancy since I enjoy working with money.<br/> Borrower added on 09/04/11 > Loan needed to reduce credit card debt and to slow down accumulating interests rate with lower interest rate from Lending Club. Recent graduate trying to keep good creditworthiness.<br/>null,debt_consolidation,Accounting Debt Loans,328xx,FL,23.6,0,6/1/07,1,NA,NA,6,0,631,48.5,10,f,NA,1,0
1000,1000, 36 months,7.68%,31.19,A,A2,Orlando Regional Healthcare,9 years,MORTGAGE,72000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=358873,"I have almost everything I need to start creating wonderful works of art made from all natural stone. The final piece of equipment costs $800 - $900 and is similar to a jig saw, but it's water - cooled for working rocks. With it I can make beautiful, museum quality pictures. The process is called 'intarsia' but if you google it you will mostly get intarsias made from wood. Mine will be all natural stone. Sometimes eBay has intarsias made from rocks, but most often they're either trinket boxes (beautiful, but not my cup of tea) or single pieces of stone that have been framed. The pictures I hope to create will be 8x10 at the smallest, and I will be one in only 2-3 ppl in the country (that I am aware of) who do this. ",other,"Expensive Hobby, but Highly Lucrative!",327xx,FL,16.9,0,3/1/91,0,NA,NA,18,0,28938,23.4,34,f,NA,1,0
5975,5975, 36 months,12.99%,201.3,C,C1,Sears,5 years,MORTGAGE,26400,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=781693,,debt_consolidation,Debt Consolidation Loan,197xx,DE,6.68,1,3/1/69,0,19,NA,7,0,3758,85.4,17,f,NA,1,0
6000,6000, 36 months,6.99%,185.24,A,A3,Walmart,10+ years,RENT,46500,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=812614,  Borrower added on 07/11/11 > Paying off another loan for a lower monthly payment and interest rate<br/>,debt_consolidation,Payoff Loan,403xx,KY,27.67,0,5/1/03,0,NA,NA,9,0,498,3.9,25,f,NA,1,0
1000,1000, 36 months,14.17%,34.27,C,C5,Bank of America,9 years,RENT,50000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=699331,,moving,Shannon's personal loan,913xx,CA,22.7,0,2/1/01,2,NA,NA,13,0,5180,60.9,18,f,NA,1,1
4975,4975, 36 months,7.51%,154.77,A,A4,J & J Glass & MIrror Corp,3 years,RENT,34000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=510664,"  Borrower added on 04/30/10 > I intend to use these funds to purchase a second vehicle in order to minimize fuel costs for transportation to work and school.  I appreciate the opportunity afforded by The Lending Club, which offers many advantages over traditional lending and investment.<br/>",major_purchase,Purchase of second vehicle to reduce carbon footprint and fuel costs,341xx,FL,3.64,0,6/1/01,0,NA,NA,10,0,655,3.1,12,f,NA,1,1
10500,10500, 36 months,6.99%,324.17,A,A3,Social Security Adm,10+ years,MORTGAGE,70000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=814473,  Borrower added on 07/18/11 > I plan to use the funds to pay off a credit card.<br/>,debt_consolidation,Debt Consolidation Loan,770xx,TX,14.14,0,5/1/99,0,NA,NA,10,0,11116,18.7,28,f,NA,1,0
7000,7000, 36 months,14.84%,242.11,D,D1,,n/a,RENT,26400,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=529676,,debt_consolidation,Debt2010,306xx,GA,18.77,0,2/1/03,3,53,NA,5,0,14599,94.8,12,f,NA,1,0
4000,4000, 60 months,16.45%,98.24,E,E1,BCWC,8 years,MORTGAGE,50004,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=545796,  Borrower added on 07/12/10 > Home re-model<br/>,home_improvement,Home re-model,434xx,OH,10.13,0,6/1/00,4,43,NA,18,0,1886,26.6,24,f,NA,1,0
7125,7125, 36 months,17.58%,256.09,D,D4,University of Minnesota,7 years,RENT,25279.67,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051434,,credit_card,Credit Card Loan,551xx,MN,16.8,0,6/1/05,0,NA,NA,3,0,11267,93.1,12,f,NA,1,0
9000,9000, 36 months,13.92%,307.24,C,C4,IIFData Solutions,1 year,RENT,85000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=453361," 560416 added on 10/20/09 > I have a credit card through Yamaha that has an interest rate of 19.8%.  This credit was provided (By Yahama Motors) for a motorcycle purchase through Yamaha back in 2007.  Once the credit card is paid off (with this loan), I will receive the title and will be able to sell the motorcycle ASAP.  I will most likely be able to get around 6500 for the motorcycle so most of this loan will get paid back once the motorcycle is sold.  Thank you for your time, and money.",credit_card,High Interest Rate,222xx,VA,9.19,0,2/1/04,2,25,NA,5,0,40,1,13,f,NA,1,0
8000,8000, 36 months,6.99%,246.99,A,A3,Pitney Bowes,10+ years,MORTGAGE,138000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=874800,"  Borrower added on 09/09/11 > Thank you for those who are supporting my paying off my final Credit Card. Yippee!!<br/> Borrower added on 09/09/11 > I have excellent credit, a steady job (have been here for 17 years) and would like to pay off a credit card used to make home improvements. It is the last of my credit cards. Thank you for your consideration!<br/> Borrower added on 09/13/11 > Anyone have questions that I can answer for you? Please feel free to ask. Thanks.<br/>",debt_consolidation,Final Payoff,068xx,CT,4.03,1,7/1/80,0,4,NA,13,0,6531,9.1,38,f,NA,1,0
9000,9000, 36 months,5.79%,272.95,A,A2,Colorado Business Bank,4 years,MORTGAGE,108000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=602494,"  Borrower added on 10/26/10 > Loan is primarily to pay-off medical and vehicle repair expenses.  Liquidity is available to pay-off debt but is in stocks, bonds, and cash value of life insurance.  Do not wish to liquidate investments at this point.<br/>",debt_consolidation,Consolidation,816xx,CO,11.5,0,10/1/96,2,NA,NA,10,0,120361,20.3,31,f,NA,1,0
6000,6000, 36 months,6.99%,185.24,A,A3,Ohio Department of Education,7 years,MORTGAGE,77000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=806959,  Borrower added on 07/06/11 > I am going to buy and sell cars with the money.  I was approved for a conventional loan but transfering title incurs costs.<br/>,major_purchase,Investment loan,430xx,OH,8.74,0,2/1/94,2,NA,NA,8,0,8485,38.6,25,f,NA,1,0
5500,5500, 36 months,7.49%,171.06,A,A4,aNb Media,3 years,RENT,48000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=774719,"  Borrower added on 06/06/11 > I will be using this loan to pay off my high-interest credit card. After checking my Lending Club rate, I contacted the credit card company in an attempt to lower my rate with them, but their new rate offer was still a much higher percentage than the percentage I was offered at Lending Club.<br/><br/>I've never missed a payment, never been late on a payment, and up until a few months ago when I moved, had never carried a credit-card balance. Unfortunately, the high cost of moving has caused me to carry a balance.<br/><br/>I currently budget $500/month geared towards paying off my credit card, and will still have this money budgeted to paying off my Lending Club loan.<br/><br/>I've been working with the same company for almost 3 years, and will be for the foreseeable future.<br/>",credit_card,Credit-card ,100xx,NY,4.78,0,9/1/04,0,NA,NA,4,0,5821,23.9,5,f,NA,1,0
13800,13800, 36 months,8.90%,438.2,A,A5,Berea Independent Schools,7 years,MORTGAGE,48000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=987586,"  Borrower added on 10/15/11 > This loan will allow me to make much needed improvements to my home!  Thank you so much for helping me in this endeavor!  I am very organized, prompt, and responsible with my payments!  I promise this is a smart investment for you!<br/>",home_improvement,Fall Home Improvements,404xx,KY,4.17,0,12/1/99,2,NA,NA,9,0,3901,27.9,20,f,NA,1,0
30000,30000, 60 months,20.48%,802.86,G,G2,Administaff,5 years,RENT,69996,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=723028,  Borrower added on 04/07/11 > paying off my debt<br/>,debt_consolidation,Killing my Debt,111xx,NY,6.26,0,1/1/00,0,71,NA,4,0,8945,95.2,21,f,NA,1,0
2000,2000, 36 months,9.76%,64.31,B,B2,ConocoPhillips,10+ years,RENT,80004,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=350412, Looking for a small loan for an anniversary gift.5 years this June.,other,Anniv. Gift,070xx,NJ,17.01,0,12/1/98,1,NA,NA,18,0,29889,37.4,24,f,NA,1,0
4000,4000, 36 months,8.49%,126.26,A,A5,ATK,6 years,MORTGAGE,70000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=837418,"  Borrower added on 08/01/11 > Tile, carpet, and paint in condo to make it into a rental unit.<br/>null",home_improvement,Prep Property To Become Rental,840xx,UT,2.07,0,7/1/97,1,48,52,9,1,3965,79.3,20,f,NA,1,0
5200,5200, 36 months,14.65%,179.37,C,C3,orange county head start,10+ years,RENT,32160,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1053384,  Borrower added on 12/05/11 > I am on time with payments. I will be consolidating my bills so i only have one payment a month. I have a stable job and have been working in my field for 25 years.  Thank You<br>,debt_consolidation,consolidate bills,927xx,CA,23.47,0,3/1/83,2,NA,NA,11,0,4616,33.2,16,f,NA,1,0
2500,2500, 36 months,6.62%,76.76,A,A2,,n/a,RENT,15889.2,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=891566,  Borrower added on 09/21/11 > I wish to use money to pay off discover credit card and to pay for remodeling of my bathroom.<br/>,debt_consolidation,Personal Loan,180xx,PA,19.86,0,10/1/72,3,NA,NA,10,0,10963,53.7,30,f,NA,1,0
8000,8000, 36 months,7.90%,250.33,A,A4,Medical Delivery Services,1 year,RENT,40000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065936,,medical,Medical,921xx,CA,13.35,0,12/1/96,0,NA,NA,4,0,2440,34.4,11,f,NA,1,0
5000,5000, 36 months,15.70%,175.05,D,D4,Jerry's Famous Deli,3 years,RENT,35000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=521625,"The business I am looking to start up is a film equipment rental company  Borrower added on 05/25/10 > The business I am looking to start up is a film equipment rental company in Los Angeles, CA where I live.  A place thriving of independent film makers, production companies, and film studios.  I currently am employed at a job that I have been at for 3 years now.   I am still in the development stages of my business, I have invested 10K of my money from my current job to help build the business (i.e. permit, registrations, equipment, storage)  This is a new business venture for me that I am seeking,  I see the potential in generating a great profit by providing the lowest price's on equipment rental's to draw in customers, and also I have 3 years experience as an Independent film maker as well so I know exactly what products are in high demand, and what products are not.  I have gathered info on potential business competitors, seen their rates, and what they offer, and though I am starting out small, I see myself having a greatly beneficial edge, in that 1, I am very familiar with what equipment customers are in high demand of, and 2, I can produce the lowest rates on rentals to attract new customers to my business.  At my current job, I work evenings, so I plan to work both until my business takes off and shows signs of stability (i.e. 12 months of generating profitable income)  With a 10K loan, I will be able to purchase the sufficient ammount of film equipment needed to begin advertising my company.  The projected annual gross income of this business with the 10K loan is estimated at $21,350, which is based on my current inventory list, and price per item, per month (documentation for this estimate can be provided if requested.)  For the first 1-2 years, my plan is to take all gross profits and 1st, repay any loan(s), and 2nd to invest back into my business to further expand my inventory and reach my goal of doubling my income from year one, and tripling my income for year 3 of business.  With the recession knocking a lot of businesses out, I see this as a great time during our rebuilding phase to get my business to take off. Films are still being made, shows are still running, and there are countless potential customers in independent film makers looking to film their ideas. If for some reason, this business venture does not work out.  The loan can easily be repayed from my current primary job that I have been at for the last 3 years, as I do not plan on quitting that job, until either/or, the loan is repayed, or after a year, the business is still generating a profitable return, and showing signs of stability.  <br/><br/>Thank you for your inquiry in my business venture.<br/>Kelly.<br/> Borrower added on 05/25/10 > With this loan I am requesting, I will be able to purchase the sufficient amount of film equipment needed to begin advertising my company.  The projected annual gross income of this business with the loan is estimated at $21,350, which is based on my current inventory list, and price per item, per month (documentation for this estimate can be provided if requested.)  For the first 1-2 years, my plan is to take all gross profits and 1st, repay any loan(s), and 2nd to invest back into my business to further expand my inventory and reach my goal of doubling my income from year one, and tripling my income for year 3 of business.<br/>",small_business,Business equipment,915xx,CA,4.25,0,5/1/01,3,27,NA,2,0,258,86,10,f,NA,1,0
25000,25000, 36 months,17.34%,895.56,G,G1,Self Employed,3 years,MORTGAGE,96000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=277709,"I own a successful Real Estate Franchaise in Tucson, Az.  The market is doing better than the nation at this time.  I am on the verge of having a merger with a smaller independant Real Estate Company.   To do this merger, I will need additional lease space which will incur additional fees.  At this time with the R.E. market being tentative, I am not in the best cash position.  This merger will double our income and increase our sales volume by 150%.  We presently have 78 agents and have been in business three years.  We have no debt.  The smaller company has 28 agents and has been in business for 40 years.   They are proven to be of high integrity with a great referral base.  With this joing our forces together we will have 100 agents and be a strong force in Tucson.  We will be gaining Market share in the city and will be one of the larger companies in the city.     ",other,business loan,857xx,AZ,18.8,2,8/1/76,0,23,0,9,0,14706,77,29,f,NA,1,0
20000,20000, 60 months,13.23%,457.42,C,C1,Advanced Radiology,10+ years,MORTGAGE,81996,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=581398,,debt_consolidation,Eq8rbnd,173xx,PA,8.81,0,2/1/87,1,45,NA,10,0,24685,44.5,30,f,NA,1,1
5000,5000, 36 months,12.18%,166.5,B,B4,Wal-Mart,6 years,RENT,14573,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=475648,  Borrower added on 01/11/10 > I plan to use this loan to consolidate debts and buy new furniture. I have excellent credit because I have always paid my debts and paid them on time. I have paid off my car. I have paid off my Capital One credit card several times. I am $100 away from having my HSBC Retail Services account paid in full. I have held my job at Wal-Mart for almost seven years and my job is very stable. My monthly income before taxes is $1214. My monthly expenses equal $250. I will pay my loan on time and in full. Thanks for considering me.<br/>,other,Excellent Credit Loan,243xx,VA,10.95,0,11/1/03,0,NA,NA,7,0,3753,51.4,10,f,NA,1,0
2000,2000, 36 months,7.74%,62.44,A,A3,transparent financial llc,< 1 year,RENT,12000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=478836,"Borrower added on 01/13/10 > Working at a startup where business has not got going yet.  Expecting large unemployment check in next few weeks but need to pay for my move, housing, parking , and car expenses for the next six weeks.  thank you Borrower added on 01/14/10 > The unemployment check is for a gap where i was seeking work this summer.  I am currently employed.<br/>",moving,training-moving expenses,021xx,MA,14.9,0,3/1/95,0,34,NA,5,0,2234,21.6,10,f,NA,1,0
6450,6450, 36 months,14.42%,221.77,D,D2,FlightSafety International - Berkshire Hathaway,1 year,RENT,31000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=405571,"Hello, and thanks for taking a moment to consider my loan request.  I'm a young, ambitious female professional and a graduate of the University of Michigan.  Like many other people my age (and of all ages, for that matter), many of my life goals are held in check by the need for financing.  I'm applying to business school at the University of Florida, but with the credit market tightening up, I know I'll need to expand my student loan options beyond the usual lenders.  I have a full-time job with a very stable company, so I know I will have no problem fulfilling the monthly payment commitments.  I hope you'll agree that I'm a very low risk and will make very productive use of your investment capital.",educational,Help with Business School (MBA) Tuition,314xx,GA,20.48,0,9/1/03,0,NA,NA,4,0,18065,87.7,6,f,NA,1,0
10000,10000, 36 months,6.62%,307.04,A,A2,US Navy,10+ years,MORTGAGE,66000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1023178,  Borrower added on 11/12/11 > Using loan on improvements to home recently purchased. Upgrade on carpet and flooring. <br>I am in a stable job and have been with them for 22yrs.<br><br>,home_improvement,New Home Improvements,320xx,FL,19.67,0,5/1/94,2,NA,NA,10,0,3624,39.4,21,f,NA,1,0
18225,18225, 60 months,11.11%,397.26,B,B5,"James G. Gibson, DDS",10+ years,MORTGAGE,36000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=678881,  Borrower added on 03/04/11 > I am interested in this loan because I am tired of looking at old debt accumulated by my exhusband and during my period of being a struggling single mom. I am recently remarried and my life and that of my daughter has become so much better. I am able to pay this debt off now. What a liberating feeling!! The Lending Club has given me an option that not even my bank of 15 years could do. I love knowing that in 5 years (or less) I can be completely done with this dark cloud. Thank You!<br/>,debt_consolidation,Goodbye struggle,254xx,WV,20.5,0,1/1/96,0,NA,NA,9,0,17455,48.5,35,f,NA,1,0
3200,3200, 36 months,10.99%,104.75,B,B3,Brawley Insurance Services,3 years,RENT,84000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=821953,  Borrower added on 07/20/11 > Loan will be used for renovating the home and purchasing new Appliances.<br/>Job is solid and secure.<br/>Credit is solid<br/>,major_purchase,Personal,937xx,CA,24.06,0,7/1/03,2,46,NA,5,0,422,28.1,20,f,NA,1,1
7250,7250, 36 months,10.59%,235.96,C,C2,Toyota,5 years,MORTGAGE,57000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=130512,"Refinance an American Express card whose monthly payment is approximately $2,000 per month in order to increase monthly cash flow.",credit_card,Credit Card,210xx,MD,7.22,0,8/1/92,1,0,0,11,0,40598,77.3,42,f,NA,1,0
15000,15000, 60 months,13.72%,346.86,C,C5,SCA Personal Care NA,4 years,RENT,48996,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=610617,  Borrower added on 11/06/10 > This loan is being used for debt consolidation.  <br/>Borrower has stable employment (5+ years at company with a promotion currently under review).  <br/>Monthly budget can handle all required payments on the loan.<br/>,debt_consolidation,2010 LC Loan,191xx,PA,16.21,0,9/1/01,1,NA,NA,5,0,19184,75.3,9,f,NA,1,0
9500,9500, 60 months,15.95%,230.77,D,D4,ViTrax,10+ years,RENT,72000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=577565,,credit_card,Consolidation Loan,926xx,CA,24.88,0,12/1/96,2,81,NA,6,0,14621,95.6,21,f,NA,1,1
5125,5125, 60 months,10.74%,110.77,B,B4,casey's general store,9 years,RENT,18900,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=717212,,other,paying bills off,669xx,KS,25.9,0,4/1/91,4,NA,NA,9,0,3207,43.9,21,f,NA,1,1
10000,10000, 36 months,14.35%,343.48,C,C4,chugach government services,1 year,MORTGAGE,59000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=540882,"  Borrower added on 07/06/10 > Will be used for debt consolidation,  My job is stable and monthly budget is well. Trying to get all bills onto one payment<br/>",debt_consolidation,bobs loan,210xx,MD,10.68,0,12/1/94,5,82,NA,8,0,12684,73.3,28,f,NA,1,0
10000,10000, 60 months,19.69%,263.22,E,E5,Tinker AFB,3 years,MORTGAGE,84000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=850534,,other,Hay purchase,748xx,OK,21.56,0,5/1/96,2,68,NA,7,0,17995,92.3,19,f,NA,1,0
12000,12000, 36 months,6.99%,370.48,A,A3,City of Longview,10+ years,OWN,49441.6,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=767579,  Borrower added on 05/24/11 > Consolidation loan<br/>,debt_consolidation,Consolidation,756xx,TX,6.53,0,6/1/01,0,NA,NA,6,0,11414,47,23,f,NA,1,0
25000,15150, 36 months,10.36%,491.42,B,B5,Lakehurst Naval base,2 years,MORTGAGE,66887,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=616473,"  Borrower added on 11/18/10 > Looking to Consolidate credit card debt into one payment.<br/> Borrower added on 11/22/10 > Job Stability: Government Employee currently at 66887 gross for year, On the first pay period of July will increase to 77500-79500 guaranteed. I have never missed a payment and would rather work two jobs then miss any. Monthly Agi after taxes, retirement deductions, health deductions is 3762 with an additional 1020-1250 from my wife's income. Mortgage is 1497,  monthly utilities are roughly 400. Debt payments are roughly 750. As stated originally this loan is to consolidate all debt listed into one payment in order to accelerate the payoff time.<br/>",debt_consolidation,Consloidation loan,087xx,NJ,11.89,0,9/1/02,0,NA,NA,9,0,28447,47.2,14,f,NA,1,0
4200,4200, 36 months,6.92%,129.54,A,A3,,10+ years,RENT,48000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=692915,,medical,Michelle's Medical loan,921xx,CA,14,0,2/1/03,1,NA,NA,5,0,7016,37.4,10,f,NA,1,0
6000,6000, 60 months,10.75%,129.71,B,B2,Target Corporation,6 years,RENT,30000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=535955,  Borrower added on 06/28/10 > Credit Cards are a trap<br/>,debt_consolidation,Credit Card Debt,117xx,NY,1.8,0,10/1/04,2,NA,NA,5,0,1919,17.1,6,f,NA,1,0
15600,15600, 60 months,19.42%,408.29,E,E3,1ST FRANKLIN FINANCIAL CORP ,5 years,OWN,55000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1042746,,debt_consolidation,LOAN CONSOLIDATION,305xx,GA,22.78,0,5/1/03,0,25,NA,13,0,10078,73,34,f,NA,1,0
4000,4000, 60 months,14.46%,94.03,D,D2,Maverick Helicopters,6 years,RENT,117000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=628087,,other,77911,891xx,NV,17.57,0,11/1/82,2,52,NA,4,0,500,33.3,8,f,NA,1,0
14500,14500, 36 months,11.49%,478.09,B,B4,Northland Control Systems,3 years,RENT,55500,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=784517,,debt_consolidation,LendingClub Loan,944xx,CA,29.58,0,11/1/99,3,NA,NA,22,0,17076,24.6,36,f,NA,1,1
1400,1400, 36 months,5.99%,42.59,A,A2,NAPBL,10+ years,MORTGAGE,40000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=798352,,home_improvement,fence,337xx,FL,20.76,0,8/1/99,0,NA,85,10,1,1197,9.6,15,f,NA,1,0
13000,13000, 36 months,7.49%,404.33,A,A4,Coppell ISD Mockingbird Elementary,10+ years,MORTGAGE,54000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=834888,"  Borrower added on 08/01/11 > I plan to use the loan to pay off my toxic credit cards in just 3 years due to the lower interest rate and 3 year pay off plan. The minimum balance due on the credit cards currently is $396 a month. I can easily and consistently pay $400 a month for the agreed 3 years. I was so excited to see I could do it in 3 years verses a five year loan. The money I save will allow me to work towards paying off my low rate credit cards. Both plans allow me to work towards getting out of debt permanently. I see the light thanks to the 10 Commandments of Money. The book suggested peer to peer borrowing. This loan will allow me to work the 50-30-20 budget plan. My monthly budget is $3,300.00. I am a great borrower with a great rating. I pay back loans on time and in full. I have worked for an excellent school district that budgets money responsibly going on 9 years. I have been an educator for 18 years. I am certified in more than one area.<br/> Borrower added on 08/01/11 > I plan to use the loan to pay off my toxic credit cards in just 3 years due to the lower interest rate and 3 year pay off plan. The minimum balance due on the credit cards currently is $396 a month. I can easily and consistently pay $400 a month for the agreed 3 years. I was so excited to see I could do it in 3 years verses a five year loan. The money I save will allow me to work towards paying off my low rate credit cards. Both plans allow me to work towards getting out of debt permanently. I see the light thanks to the 10 Commandments of Money. The book suggested peer to peer borrowing. This loan will allow me to work the 50-30-20 budget plan. I am a great borrower with a great rating. I pay back loans on time and in full. I have worked for an excellent school district that budgets money responsibly going on 9 years. I have been an educator for 18 years. I am certified in more than one area.<br/> Borrower added on 08/06/11 > I was asked about utilities last night and replied avg.$200 but that would be just electric. Water runs on an average $50 and cell phone: $104. There is no house phone.<br/>null Borrower added on 08/10/11 > I am getting so excited that this is happening. How cool is it to get a lending hand from my USA peers! Just three weeks ago I read a financial book that finally made sense to me. I began to follow the steps and take action. So much has changed and evolved already. I look forward to being out of debt soon, and returning to this site as an investor! What awesome energy. In gratitude......<br/>null",credit_card,Toxic credit card loan,750xx,TX,18.4,0,7/1/88,1,NA,NA,11,0,21865,39.7,50,f,NA,1,0
3000,3000, 60 months,13.61%,69.2,C,C2,CarMax,3 years,MORTGAGE,46000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=580416,,home_improvement,Home Improvement,917xx,CA,6.65,1,5/1/05,3,20,NA,3,0,42,8.4,4,f,NA,1,0
18000,18000, 36 months,11.14%,590.47,B,B1,Davis Polk & Wardwell LLP,3 years,RENT,70000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=467274,  587584 added on 12/08/09 > Please help me make my life simpler by consolidating my debt.  I have excellent credit and fortunately a very secure position at work.  This loan will go along way to helping me reach my goal of being debt free in not too long.  Thank you!<br/> 587584 added on 12/10/09 > I have never been late with a bill or my rent in the whole 10 years I have had to pay them.  You can be assured that I am an excellent candidate for this loan.<br/>,debt_consolidation,thankyoucq,112xx,NY,10.7,0,2/1/98,0,NA,NA,15,0,22093,23.7,32,f,NA,1,0
24000,24000, 36 months,15.31%,835.57,D,D3,Lloyd R. Dropkin. M.D.,< 1 year,RENT,73000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=464963,  583092 added on 12/07/09 > To whom it may concern:<br/>I am a very reliable & Creditable person.<br/>I have been employed in the same office for over 25yrs.<br/>I just fell a little behind with some credit card bills and other personal expenses and I would really like to clear all my bills and carry one payment (to you).<br/>Thanks<br/>,other,medical sec'y,111xx,NY,13.78,0,2/1/86,0,57,60,18,1,15268,57.7,32,f,NA,1,0
